patent_number,date,title,tokens,nltk_pos,is_prpn_nltk,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US5097A,1847-05-01 00:00:00,N peters photo lithogr peer wasringto d o ,"['N', 'peters', 'photo', 'lithogr', 'peer', 'wasringto', 'd', 'o']","[('N', 'NNP'), ('peters', 'NNS'), ('photo', 'VBP'), ('lithogr', 'JJ'), ('peer', 'NN'), ('wasringto', 'NN'), ('d', 'NN'), ('o', 'NN')]",1,"['NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'X', 'NOUN']",[],1,0,8
US5098A,1847-05-01 00:00:00,Perky g ,"['Perky', 'g']","[('Perky', 'NNP'), ('g', 'NN')]",1,"['PROPN', 'PROPN']",['NORP'],1,0,2
US5100A,1847-05-01 00:00:00,latourandaisqof flint hill ,"['latourandaisqof', 'flint', 'hill']","[('latourandaisqof', 'JJ'), ('flint', 'NN'), ('hill', 'NN')]",0,"['PROPN', 'PROPN', 'PROPN']",[],1,0,3
US5108A,1847-05-08 00:00:00,Window-blietd ,['Window-blietd'],"[('Window-blietd', 'JJ')]",0,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3
US5109A,1847-05-08 00:00:00,Wabben mansfield ,"['Wabben', 'mansfield']","[('Wabben', 'NNP'), ('mansfield', 'NN')]",1,"['PROPN', 'NOUN']",['ORG'],1,0,2
US5112A,1847-05-15 00:00:00,Cast-iron car-wheel ,"['Cast-iron', 'car-wheel']","[('Cast-iron', 'NNP'), ('car-wheel', 'NN')]",1,"['PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,6
US5114A,1847-05-15 00:00:00,Aib-heating furnace ,"['Aib-heating', 'furnace']","[('Aib-heating', 'JJ'), ('furnace', 'NN')]",0,"['PROPN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,4
US5138A,1847-06-05 00:00:00,shelabarger ,['shelabarger'],"[('shelabarger', 'NN')]",0,['PROPN'],[],1,0,1
US5147A,1847-06-05 00:00:00,Fendek fob canal-boats ,"['Fendek', 'fob', 'canal-boats']","[('Fendek', 'NNP'), ('fob', 'VBD'), ('canal-boats', 'NNS')]",1,"['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN']",[],1,0,5
US5158A,1847-06-19 00:00:00,Aib-tight stove ,"['Aib-tight', 'stove']","[('Aib-tight', 'JJ'), ('stove', 'NN')]",0,"['PROPN', 'PUNCT', 'ADJ', 'NOUN']",[],1,0,4
US5161A,1847-06-19 00:00:00,fleischmann ,['fleischmann'],"[('fleischmann', 'NN')]",0,['PROPN'],[],1,0,1
US5162A,1847-06-19 00:00:00,Apparatus for steering vessels ,"['Apparatus', 'for', 'steering', 'vessels']","[('Apparatus', 'NNP'), ('for', 'IN'), ('steering', 'VBG'), ('vessels', 'NNS')]",1,"['PROPN', 'ADP', 'NOUN', 'NOUN']",[],1,0,4
US5165A,1847-06-19 00:00:00,Lewis  ,['Lewis'],"[('Lewis', 'NNP')]",1,"['PROPN', 'SPACE']",[],1,0,2
US5170A,1847-06-19 00:00:00,l lx x x  ,"['l', 'lx', 'x', 'x']","[('l', 'NN'), ('lx', 'NN'), ('x', 'NNP'), ('x', 'NN')]",1,"['X', 'PROPN', 'PROPN', 'X', 'SPACE']",[],1,0,5
US5173A,1847-06-26 00:00:00,Machinery for ,"['Machinery', 'for']","[('Machinery', 'NN'), ('for', 'IN')]",0,"['PROPN', 'ADP']",[],1,0,2
US5175A,1847-06-26 00:00:00,wina-ns ,['wina-ns'],"[('wina-ns', 'NN')]",0,"['PROPN', 'PUNCT', 'NOUN']",[],1,0,3
US5177A,1847-06-26 00:00:00,Wade haworth ,"['Wade', 'haworth']","[('Wade', 'NNP'), ('haworth', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US5178A,1847-06-26 00:00:00,Kotary engine ,"['Kotary', 'engine']","[('Kotary', 'NNP'), ('engine', 'NN')]",1,"['PROPN', 'NOUN']",['DATE'],1,0,2
US5180A,1847-07-03 00:00:00,Box fob kailroad-car axles ,"['Box', 'fob', 'kailroad-car', 'axles']","[('Box', 'NNP'), ('fob', 'VBD'), ('kailroad-car', 'NN'), ('axles', 'NNS')]",1,"['PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,6
US5183A,1847-07-03 00:00:00,Emerson ,['Emerson'],"[('Emerson', 'NN')]",0,['PROPN'],['ORG'],1,0,1
US5196A,1847-07-17 00:00:00,Gilbert  ,['Gilbert'],"[('Gilbert', 'NN')]",0,"['PROPN', 'SPACE']",[],1,0,2
US5202A,1847-07-24 00:00:00,Timothy gilbert ,"['Timothy', 'gilbert']","[('Timothy', 'NNP'), ('gilbert', 'NN')]",1,"['PROPN', 'NOUN']",[],1,0,2
US5203A,1847-07-24 00:00:00,von schmidt ,"['von', 'schmidt']","[('von', 'NN'), ('schmidt', 'NN')]",0,"['PROPN', 'PROPN']",[],1,0,2
US5205A,1847-07-31 00:00:00,Arthur parsey ,"['Arthur', 'parsey']","[('Arthur', 'NNP'), ('parsey', 'NN')]",1,"['PROPN', 'PROPN']",['ORG'],1,0,2
US5210A,1847-07-31 00:00:00,coston ,['coston'],"[('coston', 'NN')]",0,['PROPN'],['ORG'],1,0,1
