patent_number,date,title
US448451A,1891-03-17,Jaw for clamping-tools 
US448452A,1891-03-17,Hand-vise 
US448453A,1891-03-17,Coffee-cabinet 
US448454A,1891-03-17,Edmund b 
US448455A,1891-03-17,Fence 
US448456A,1891-03-17,Island 
US448457A,1891-03-17,Copy-holder 
US448458A,1891-03-17,sauxders 
US448459A,1891-03-17,Apparatus for shrinking cloth 
US448460A,1891-03-17,By g-as oe combustible vapoe 
US448461A,1891-03-17,Underground conduit for electric railways 
US448462A,1891-03-17,Bearing-box 
US448463A,1891-03-17,Composition of matter 
US448464A,1891-03-17,William  
US448465A,1891-03-17,Machine for the manufacture of boxes for the transportation of bottles 
US448466A,1891-03-17,Sliding gate 
US448467A,1891-03-17,Window-screen 
US448468A,1891-03-17,Edwin r 
US448469A,1891-03-17,Saddle for bicycles 
US448470A,1891-03-17,baftstow 
US448471A,1891-03-17,Grease-gup 
US448472A,1891-03-17,Separator 
US448473A,1891-03-17,Sickle-grinder 
US448474A,1891-03-17,Cue-tip fastener 
US448475A,1891-03-17,Tension device for loom-shuttles 
US448476A,1891-03-17,Rolling-pin 
US448477A,1891-03-17,Handle 
US448478A,1891-03-17,dubey 
US448479A,1891-03-17,Carding-engine for making mottled yarns 
US448480A,1891-03-17,Process of and apparatus for refining and purifying petroleum 
US448481A,1891-03-17,Cash-recorder 
US448482A,1891-03-17,Half to 
US448483A,1891-03-17,Draft-equalizer 
US448484A,1891-03-17,Sewing-stand 
US448485A,1891-03-17,Frederick ii 
US448486A,1891-03-17,Frederick ii 
US448487A,1891-03-17,Island 
US448488A,1891-03-17,Injector 
US448489A,1891-03-17,Wire fabric for mats 
US448490A,1891-03-17,Device for setting engine-valves 
US448491A,1891-03-17,Churn 
US448492A,1891-03-17,Fredeeick theophilus aikins 
US448493A,1891-03-17,Hemp-brake 
US448494A,1891-03-17,Kitchen-cabinet 
US448495A,1891-03-17,Water-proof and fire-proof material for roofing 
US448496A,1891-03-17,Thorvald brandt 
US448497A,1891-03-17,Car-coupling 
US448498A,1891-03-17,Sash-holder 
US448499A,1891-03-17,Thill-coupling 
US448500A,1891-03-17,House-door letter-box 
US448501A,1891-03-17,Threshold 
US448502A,1891-03-17,Leveling attachment for harrows 
US448503A,1891-03-17,Center-board for vessels 
US448504A,1891-03-17,crighton 
US448505A,1891-03-17,Trolley-support for electric cars 
US448506A,1891-03-17,Harrow 
US448507A,1891-03-17,Wash-boiler 
US448508A,1891-03-17,Dixon 
US448509A,1891-03-17,Bicycle 
US448510A,1891-03-17,dubois 
US448511A,1891-03-17,Mechanical movement 
US448512A,1891-03-17,Louis enricht 
US448513A,1891-03-17,Louis enricht 
US448514A,1891-03-17,Louis enricht 
US448515A,1891-03-17,Car-coupling 
US448516A,1891-03-17,gabdneb 
US448517A,1891-03-17,Blind-stop 
US448518A,1891-03-17,gollings 
US448519A,1891-03-17,Clasp for suspenders 
US448520A,1891-03-17,hig-g-inbottom 
US448521A,1891-03-17,hoener 
US448522A,1891-03-17,Lawn-sprinkler 
US448523A,1891-03-17,Electric railway 
US448524A,1891-03-17,Ballot-box 
US448525A,1891-03-17,De lanct kennedy 
US448526A,1891-03-17,Washing-machine 
US448527A,1891-03-17,Hedge 
US448528A,1891-03-17,Charles ii 
US448529A,1891-03-17,Olliver link 
US448530A,1891-03-17,And james dixon 
US448531A,1891-03-17,Windmill-regulator 
US448532A,1891-03-17,Cuff-holder 
US448533A,1891-03-17,Street-lam p 
US448534A,1891-03-17,Process of treating steel 
US448535A,1891-03-17,Machine 
US448536A,1891-03-17,John w 
US448537A,1891-03-17,millet 
US448538A,1891-03-17,Flour-bolting apparatus 
US448539A,1891-03-17,Cornelius s morris 
US448540A,1891-03-17,Commutator-truer 
US448541A,1891-03-17,Thomas parker and alfred edward robinson 
US448542A,1891-03-17,Signor of one-half to john newton 
US448543A,1891-03-17,Vehicle-spring 
US448544A,1891-03-17,Waukee 
US448545A,1891-03-17,Fence 
US448546A,1891-03-17,Animal-collar 
US448547A,1891-03-17,Bank-protector 
US448548A,1891-03-17,Sake-pan 
US448549A,1891-03-17,Stop-watch 
US448550A,1891-03-17,Island 
US448551A,1891-03-17,Potato-digger 
US448552A,1891-03-17,Liquid-cooler 
US448553A,1891-03-17,Wheel-wrench 
US448554A,1891-03-17,Combined trunk and bed 
US448555A,1891-03-17,Medicine-dropper 
US448556A,1891-03-17,John n 
US448557A,1891-03-17,Sheep-shears 
US448558A,1891-03-17,Egg-tray for incubators 
US448559A,1891-03-17,Baking-pan 
US448560A,1891-03-17,Tiivle-recgrder 
US448561A,1891-03-17,Electric-railway motor 
US448562A,1891-03-17,Electric locomotive 
US448563A,1891-03-17,Electric-railway system 
US448564A,1891-03-17,Fence-wrench 
US448565A,1891-03-17,Executors of larkin n 
US448566A,1891-03-17,Stephen p 
US448567A,1891-03-17,Harvester cutting apparatus 
US448568A,1891-03-17,Aerator for milk or other liquids 
US448569A,1891-03-17,ztjndorf 
US448570A,1891-03-17,Island 
US448571A,1891-03-17,Elevated railroad 
US448572A,1891-03-17,Process of making corn-cob smoking-pipes 
US448573A,1891-03-17,Thomas g 
US448574A,1891-03-17,Device for playing games of skill 
US448575A,1891-03-17,Half to robert atherton 
US448576A,1891-03-17,Hartford steam boiler in 
US448577A,1891-03-17,Half to william harvey merritt 
US448578A,1891-03-17,Stop-motion for machines 
US448579A,1891-03-17,Gas-stove 
US448580A,1891-03-17,Velocipede 
US448581A,1891-03-17,Appaeatus 
US448582A,1891-03-17,Extensible clothes-line-supporting post 
US448583A,1891-03-17,Philip medaet 
US448584A,1891-03-17,John ira mccarthy 
US448585A,1891-03-17,Xnail-machine 
US448586A,1891-03-17,Gage for sorting leather 
US448587A,1891-03-17,redfield 
US448588A,1891-03-17,Log lifting and turning machine 
US448589A,1891-03-17,Stopping apparatus 
US448590A,1891-03-17,Flavel simonson 
US448591A,1891-03-17,Flavel simonson 
US448592A,1891-03-17,s simonson 
US448593A,1891-03-17,Flayel simonson 
US448594A,1891-03-17,Method of making plated 
US448595A,1891-03-17,Process of curing tobacco 
US448596A,1891-03-17,Harris tabor 
US448597A,1891-03-17,Gas-engine 
US448598A,1891-03-17,wheejleb 
US448599A,1891-03-17,Trousers-protector 
US448600A,1891-03-17,Richard j 
US448601A,1891-03-17,clark 
US448602A,1891-03-17,Laundry and scrubbing brush 
US448603A,1891-03-17,Electro-magnetic motor 
US448604A,1891-03-17,William a 
US448605A,1891-03-17,elliott 
US448606A,1891-03-17,James t 
US448607A,1891-03-17,Rotary engine 
US448608A,1891-03-17,gollings 
US448609A,1891-03-17,g-olling-s 
US448610A,1891-03-17,Charles gosling 
US448611A,1891-03-17,Vehicle-shaft 
US448612A,1891-03-17,green 
US448613A,1891-03-17,John green 
US448614A,1891-03-17,Morris r 
US448615A,1891-03-17,Scales 
US448616A,1891-03-17,Feed mechanism for knife-grinding machines 
US448617A,1891-03-17,Island 
US448618A,1891-03-17,hunter 
US448619A,1891-03-17,Pipe-wrench 
US448620A,1891-03-17,yon serkey 
US448621A,1891-03-17,Art of obtaining motive power 
US448622A,1891-03-17,John m 
US448623A,1891-03-24,aiken 
US448624A,1891-03-24,andrews 
US448625A,1891-03-24,bassett 
US448626A,1891-03-24,Steam-valve 
US448627A,1891-03-24,Telephonic auditory apparatus 
US448628A,1891-03-24,Railroad rail and sleeper or stringer 
US448629A,1891-03-24,Apparatus for casting printersj rollers 
US448630A,1891-03-24,Radiator 
US448631A,1891-03-24,Corset-clasp 
US448632A,1891-03-24,Line it 
US448633A,1891-03-24,Drawing-knife 
US448634A,1891-03-24,Leonid as w 
US448635A,1891-03-24,John b 
US448636A,1891-03-24,Coke-oven plant 
US448637A,1891-03-24,Money-changer 
US448638A,1891-03-24,Screw-cutting machine 
US448639A,1891-03-24,Car-axle 
US448640A,1891-03-24,Gar-axle 
US448641A,1891-03-24,Cotton or hay elevator 
US448642A,1891-03-24,Petefle co 
US448643A,1891-03-24,ehebald 
US448644A,1891-03-24,Electric converter 
US448645A,1891-03-24,Register for stamps sold and canceled 
US448646A,1891-03-24,Machine 
US448647A,1891-03-24,Tooth-pick 
US448648A,1891-03-24,Step-ladder 
US448649A,1891-03-24,Corn-planter 
US448650A,1891-03-24,Frank grant 
US448651A,1891-03-24,Oliver p 
US448652A,1891-03-24,Vapor-stove 
US448653A,1891-03-24,Rudolph m 
US448654A,1891-03-24,Washing-machine 
US448655A,1891-03-24,Velocipede 
US448656A,1891-03-24,And john a 
US448657A,1891-03-24,Parcel-strap 
US448658A,1891-03-24,John lynch 
US448659A,1891-03-24,Band sawlno-machine 
US448660A,1891-03-24,Compound for coating roasted coffee 
US448661A,1891-03-24,Ironing-table 
US448662A,1891-03-24,mills  
US448663A,1891-03-24,Toilet-case 
US448664A,1891-03-24,munsing 
US448665A,1891-03-24,Mucilage-holder 
US448666A,1891-03-24,nutting- 
US448667A,1891-03-24,The nobbis peterfl 
US448668A,1891-03-24,Ii ii ii ii 
US448669A,1891-03-24,Frank a 
US448670A,1891-03-24,System for pumping natural gas 
US448671A,1891-03-24,Antiseptic air-vent and overflow for filters 
US448672A,1891-03-24,Pocket tobacco-cutter 
US448673A,1891-03-24,Flour receiver and sifter 
US448674A,1891-03-24,Banjo 
US448675A,1891-03-24,Manufacture of artificial stone 
US448676A,1891-03-24,Meter for alternating electric currents 
US448677A,1891-03-24,Meter for alternating electric currents 
US448678A,1891-03-24,Machine for b rnam enting tubular receptacles 
US448679A,1891-03-24,Water-proof combined coupling and cut-out for electric circuits 
US448680A,1891-03-24,Connector for electric wires 
US448681A,1891-03-24,Sidney ii 
US448682A,1891-03-24,short 
US448683A,1891-03-24,Car-wheel 
US448684A,1891-03-24,Fire-alarm signal-box 
US448685A,1891-03-24,Plotter 
US448686A,1891-03-24,Car-coupling 
US448687A,1891-03-24,stanley  
US448688A,1891-03-24,Railroad fare-book 
US448689A,1891-03-24,Hand-drill 
US448690A,1891-03-24,Type-bar hanger 
US448691A,1891-03-24,Mary st 
US448692A,1891-03-24,Implement for mounting pictures on glass 
US448693A,1891-03-24,Hose-coupling 
US448694A,1891-03-24,Hose-coupling for street-washers 
US448695A,1891-03-24,Tuck-marker for sewing-machines 
US448696A,1891-03-24,Button-setting machine 
US448697A,1891-03-24,Corn-harvester 
US448698A,1891-03-24,Electric switch 
US448699A,1891-03-24,Elevator 
US448700A,1891-03-24,Seal-lock 
US448701A,1891-03-24,Chaeles f 
US448702A,1891-03-24,Henry f 
US448703A,1891-03-24,Support for electric line wires 
US448704A,1891-03-24,Car-coupling 
US448705A,1891-03-24,abbott 
US448706A,1891-03-24,Steel 
US448707A,1891-03-24,Thill-coupling 
US448708A,1891-03-24,Ments 
US448709A,1891-03-24,Device for catching and delivering mail-bags 
US448710A,1891-03-24,Ore-riffle 
US448711A,1891-03-24,Oveehead crossing 
US448712A,1891-03-24,Electric time-alarivl 
US448713A,1891-03-24,hattersley  
US448714A,1891-03-24,hattersley  
US448715A,1891-03-24,Shirt-starching machine 
US448716A,1891-03-24,Odometer 
US448717A,1891-03-24,Flange-and-collar coupling 
US448718A,1891-03-24,Knitting-machine 
US448719A,1891-03-24,Knitting-machine 
US448720A,1891-03-24,John a 
US448721A,1891-03-24,Sandpapering 
US448722A,1891-03-24,Feeding mechanism for crochet-machines 
US448723A,1891-03-24,John dix mills 
US448724A,1891-03-24,Adjustable brush-handle 
US448725A,1891-03-24,Locking device for shafts 
US448726A,1891-03-24,Thorstein oeyan 
US448727A,1891-03-24,Hydrant 
US448728A,1891-03-24,Liniment 
US448729A,1891-03-24,Pulley-block 
US448730A,1891-03-24,Rail-joint support 
US448731A,1891-03-24,William egberts 
US448732A,1891-03-24,Metallic facing for buildings 
US448733A,1891-03-24,Metallic facing-plate 
US448734A,1891-03-24,Machine for enameling small dials 
US448735A,1891-03-24,Type setting or composing machine 
US448736A,1891-03-24,William tory 
US448737A,1891-03-24,Door-knob 
US448738A,1891-03-24,Fruit-tree protector 
US448739A,1891-03-24,Velocipede-saddle 
US448740A,1891-03-24,mitchell 
US448741A,1891-03-24,Cover for incandescent lamps 
US448742A,1891-03-24,Island 
US448743A,1891-03-24,Jekemiaii o meaea 
US448744A,1891-03-24,Direct 
US448745A,1891-03-24,Artificial tooth 
US448746A,1891-03-24,ashwobth 
US448747A,1891-03-24,Gas-stove 
US448748A,1891-03-24,Method of and machine for making cup-shaped articles 
US448749A,1891-03-24,Amedee fayol 
US448750A,1891-03-24,Bicycle 
US448751A,1891-03-24,kinsman 
US448752A,1891-03-24,Composition for sharpening razors 
US448753A,1891-03-24,Gripper-finger 
US448754A,1891-03-24,Sleigh-runne r 
US448755A,1891-03-24,Gate-latch 
US448756A,1891-03-24,Overshoe attachment 
US448757A,1891-03-24,Benedict 
US448758A,1891-03-24,Window-washer 
US448759A,1891-03-24,Awning 
US448760A,1891-03-24,Type-writing machine 
US448761A,1891-03-24,Grain-scale 
US448762A,1891-03-24,Ore-screen 
US448763A,1891-03-24,Harness attachment 
US448764A,1891-03-24,Lathe for turning shafts 
US448765A,1891-03-24,Pipe-coupling 
US448766A,1891-03-24,Lumber-carrier 
US448767A,1891-03-24,Door-check 
US448768A,1891-03-24,Hose-supporter 
US448769A,1891-03-24,Car-coupling 
US448770A,1891-03-24,James c 
US448771A,1891-03-24,Fritz batjer 
US448772A,1891-03-24,Silicate compound 
US448773A,1891-03-24,Railway-signal 
US448774A,1891-03-24,Luther s 
US448775A,1891-03-24,Island 
US448776A,1891-03-24,Island 
US448777A,1891-03-24,drake 
US448778A,1891-03-24,Thomas a 
US448779A,1891-03-24,Telegraph 
US448780A,1891-03-24,Device for turning off phonogram-blanks 
US448781A,1891-03-24,Turning-off device for phonographs 
US448782A,1891-03-24,Electric lighting 
US448783A,1891-03-24,Hot-air furnace 
US448784A,1891-03-24,Atomizer for water-closets 
US448785A,1891-03-24,William p 
US448786A,1891-03-24,Henry ogden 
US448787A,1891-03-24,Edwin c 
US448788A,1891-03-24,pratt 
US448789A,1891-03-24,Wick-trimmer 
US448790A,1891-03-24,Platform-spring for road-wagons 
US448791A,1891-03-24,Justus a 
US448792A,1891-03-24,Electrical indicator 
US448793A,1891-03-24,Office 
US448794A,1891-03-24,Culinary grater 
US448795A,1891-03-24,Alfred joseph gear 
US448796A,1891-03-24,Perpetual calendar 
US448797A,1891-03-24,Shell for musical instruments 
US448798A,1891-03-24,Galvanic battery 
US448799A,1891-03-24,Spool-holder 
US448800A,1891-03-24,Flushing-tank for water-closets 
US448801A,1891-03-24,Perger 
US448802A,1891-03-24,Process of refining zinc 
US448803A,1891-03-24,Simon scheuer 
US448804A,1891-03-24,Surface cattle-guard 
US448805A,1891-03-24,Flexible scale-measure 
US448806A,1891-03-24,Mechanism fob 
US448807A,1891-03-24,Chromatic-printing machine 
US448808A,1891-03-24,Dooooooo 
US448809A,1891-03-24,Joshua s 
US448810A,1891-03-24,Joseph wirth 
US448811A,1891-03-24,Display-rack 
US448812A,1891-03-24,Gottlieb benger 
US448813A,1891-03-24,Collapsible paper box 
US448814A,1891-03-24,Apparatus for bending and forging steel 
US448815A,1891-03-24,Apparatus for bending and forging steel 
US448816A,1891-03-24,File or portfolio 
US448817A,1891-03-24,Art of treating tubular knitted fabrics 
US448818A,1891-03-24,Coal-sifter 
US448819A,1891-03-24,Leggin 
US448820A,1891-03-24,Mayer may 
US448821A,1891-03-24,Picture-frame 
US448822A,1891-03-24,mcgier 
US448823A,1891-03-24,nason 
US448824A,1891-03-24,Knockdown paper box 
US448825A,1891-03-24,Dissolving-shutter for magic lanterns 
US448826A,1891-03-24,yiollet 
US448827A,1891-03-24,westing-house 
US448828A,1891-03-24,Island 
US448829A,1891-03-24,Coal-mining machine 
US448830A,1891-03-24,Bale-tie 
US448831A,1891-03-24,Trolley for electric railways 
US448832A,1891-03-24,Harness 
US448833A,1891-03-24,haetma nn 
US448834A,1891-03-24,hutceinson 
US448835A,1891-03-24,Ments 
US448836A,1891-03-24,Ments 
US448837A,1891-03-24,Weighing and price scale 
US448838A,1891-03-24,Thirds to elmer it 
US448839A,1891-03-24,sabel 
US448840A,1891-03-24,short 
US448841A,1891-03-24,Quick fieina gun 
US448842A,1891-03-24,Overflow and waste pipe 
US448843A,1891-03-24,Fifth-wheel for wagons 
US448844A,1891-03-24,Disintegrating and separating apparatus 
US448845A,1891-03-24,Charles edwin coe 
US448846A,1891-03-24,Fruit-drier 
US448847A,1891-03-24,Clamp for electric-battery zincs 
US448848A,1891-03-24,Machine for trimming buttons 
US448849A,1891-03-24,Xcard-mounting m machine 
US448850A,1891-03-24,Steering device for velocipedes 
US448851A,1891-03-24,Necticut 
US448852A,1891-03-24,Car-coupling 
US448853A,1891-03-24,Feed-regulator for roller-mills 
US448854A,1891-03-24,Bottle-wiring machine 
US448855A,1891-03-24,Road-cart 
US448856A,1891-03-24,Apparatus for railways 
US448857A,1891-03-24,Fodder-carrier 
US448858A,1891-03-24,William hastie 
US448859A,1891-03-24,Air-compressor 
US448861A,1891-03-24,Hoppee and shoe foe geain dbills 
US448862A,1891-03-24,Load-binder 
US448863A,1891-03-24,Surface-gage 
US448864A,1891-03-24,Poscelain wash-out closet 
US448865A,1891-03-24,And louis pfingst 
US448866A,1891-03-24,Lawn-mower 
US448867A,1891-03-24,John jay tonkin 
US448868A,1891-03-24,Winding-drum 
US448869A,1891-03-24,Milk-cooler 
US448870A,1891-03-24,wilcox 
US448871A,1891-03-24,andrews 
US448872A,1891-03-24,Retaining device for tuning-pegs 
US448873A,1891-03-24,Hermann bormann 
US448874A,1891-03-24,Gas-compression pump 
US448875A,1891-03-24,Type lever and hanger for type-writing machines 
US448876A,1891-03-24,Balanced valve for steam-engines 
US448877A,1891-03-24,Albert oiiopard 
US448878A,1891-03-24,Game apparatus 
US448879A,1891-03-24,Mark w 
US448880A,1891-03-24,Boom-locking chain 
US448881A,1891-03-24,Process of casting ingots 
US448882A,1891-03-24,Sash-fastener 
US448883A,1891-03-24,Massage apparatus 
US448884A,1891-03-24,Manure-spreader 
US448885A,1891-03-24,mooee 
US448886A,1891-03-24,Apparatus for baking 
US448887A,1891-03-24,Tone sustaining device foe pianos 
US448888A,1891-03-24,Pomeroy l 
US448889A,1891-03-24,seely 
US448890A,1891-03-24,Tubular boiler 
US448891A,1891-03-24,Corset-clasp 
US448892A,1891-03-24,Finger-ring 
US448893A,1891-03-24,Clasp 
US448894A,1891-03-24,Electric meter 
US448895A,1891-03-24,Apparatus for scalding vegetables or fruit 
US448896A,1890-02-13,Jules yillox 
US448897A,1891-03-24,Horse-detacher for vehicles 
US448898A,1891-03-24,Ironing-machine 
US448899A,1891-03-24,James ii 
US448900A,1891-03-24,wolfe 
US448901A,1891-03-24,Hair-clipper 
US448902A,1891-03-24,Rope-claim p 
US448903A,1891-03-24,Rope socket 
US448904A,1891-03-24,Patrick yoeke 
US448905A,1891-03-24,Process of notching and cutting hoops for barrels 
US448906A,1891-03-24,Railway sigwal-torch 
US448907A,1891-03-24,Vacuum-engine 
US448908A,1891-03-24,Water-closet 
US448909A,1891-03-24,Apparatus 
US448910A,1891-03-24,Electric street-car driving-gear 
US448911A,1891-03-24,Weighing and price scale 
US448912A,1891-03-24,Andre alexis deny 
US448913A,1891-03-24,Vehicle-brake 
US448914A,1891-03-24,halske 
US448915A,1891-03-24,Georg erlwein 
US448916A,1891-03-24,George erlwein 
US448917A,1891-03-24,Steam-engine 
US448918A,1891-03-24,William b 
US448919A,1891-03-24,Combined shelf-bracket 
US448920A,1891-03-24,Priedrich gustav adolf heller 
US448921A,1891-03-24,Friction-clutch 
US448922A,1891-03-24,Island 
US448923A,1891-03-24,Automatic railroad-switch 
US448924A,1891-03-24,kosztovits 
US448925A,1891-03-24,Levi h 
US448926A,1891-03-24,Hay-rake 
US448927A,1891-03-24,peacock  
US448928A,1891-03-24,Stone-channeler 
US448929A,1891-03-24,Brake-beam 
US448930A,1891-03-24,Stop watch 
US448931A,1891-03-24,carpenter 
US448932A,1891-03-24,Steam-heating apparatus 
US448933A,1891-03-24,chambeklain 
US448934A,1891-03-24,Signors of 
US448935A,1891-03-24,Frederic b 
US448936A,1891-03-24,John j 
US448937A,1891-03-24,Cash eegistee and indicatoe 
US448938A,1891-03-24,Back-up motion for printing-presses 
US448939A,1891-03-24,Henry m 
US448940A,1891-03-24,Brake-shoe 
US448941A,1891-03-24,Davidson 
US448942A,1891-03-24,Car-coupling 
US448943A,1891-03-24,Disk corn-planter 
US448944A,1891-03-24,Apparatus for removing gases from molten metal 
US448945A,1891-03-24,Sylvania 
US448946A,1891-03-24,Coffin-fastener 
US448947A,1891-03-24,Method of and apparatus for generating steam 
US448948A,1891-03-24,Gigar-case 
US448949A,1891-03-24,Car-coupling 
US448950A,1891-03-24,Heating attachment for lamp-chimneys 
US448951A,1891-03-24,Drying-board 
US448952A,1891-03-24,Velocipede 
US448953A,1891-03-24,Electric belt 
US448954A,1891-03-24,The nobris peters co 
US448955A,1891-03-24,Gas-furnace 
US448956A,1891-03-24,Electric insulator 
US448957A,1891-03-24,Attachment for the separators of thrashing-machines 
US448958A,1891-03-24,stowell 
US448959A,1891-03-24,Chicken-coop 
US448960A,1891-03-24,Frederick james hawortii hazard 
US448961A,1891-03-24,Ore-concentrator 
US448962A,1891-03-24,Till-lock 
US448963A,1891-03-24,Railway alarm-signal 
US448964A,1891-03-24,Bale-tie 
US448965A,1891-03-24,Window-screen 
US448966A,1891-03-24,Pipe-coupling 
US448967A,1891-03-24,Tidy-holder 
US448968A,1891-03-24,Artificial building-stone 
US448969A,1891-03-24,lloyd  
US448970A,1891-03-24,Peters co 
US448971A,1891-03-24,Machine for cutting threads on bolts and nuts 
US448972A,1891-03-24,John lynch 
US448973A,1891-03-24,Link for cable-grips 
US448974A,1891-03-24,Puzzle 
US448975A,1891-03-24,Flower-holder 
US448976A,1891-03-24,Display-frame 
US448977A,1891-03-24,Lawn-mower attachment 
US448978A,1891-03-24,Carpet-lining 
US448979A,1891-03-24,Carpet-lining 
US448980A,1891-03-24,Electrical protector 
US448981A,1891-03-24,Key-guide for locks 
US448982A,1891-03-24,Station-indicator 
US448983A,1891-03-24,morse 
US448984A,1891-03-24,morse 
US448985A,1891-03-24,Regulator for windmill-pumps 
US448986A,1891-03-24,William a 
US448987A,1891-03-24,Molding-machine 
US448988A,1891-03-24,mcgowan 
US448989A,1891-03-24,Gas-engine 
US448990A,1891-03-24,Hooping wooden vessels 
US448991A,1891-03-24,Harvey j 
US448992A,1890-12-22,Carpet
US448993A,1891-03-24,Illuminating-panel in concrete floors 
US448994A,1891-03-24,Matrix making machine 
US448995A,1891-03-24,Jesse reynolds 
US448996A,1891-03-24,Type-writing machine 
US448997A,1891-03-24,rockwell 
US448998A,1891-03-24,Chusetts 
US448999A,1891-03-24,Oyetjs bussey 
US449000A,1891-03-24,Bicycle-spoke-nipple wrench 
US449001A,1891-03-24,Method of measuring alternating electric currents 
US449002A,1891-03-24,Meter for alternating electric currents 
US449003A,1891-03-24,Meter for alternating electric currents 
US449004A,1891-03-24,George skinner 
US449005A,1891-03-24,Circular saw 
US449006A,1891-03-24,smallwood  
US449007A,1891-03-24,Job spain 
US449008A,1891-03-24,Box or casing for street-car stoves 
US449009A,1891-03-24,sporton  
US449010A,1891-03-24,still 
US449011A,1891-03-24,Gopher-trap 
US449012A,1891-03-24,Oyster-tongs 
US449013A,1891-03-24,thomas 
US449014A,1891-03-24,Car-coupling 
US449015A,1891-03-24,Spring attachment for buckles 
US449016A,1890-10-21,Pendulum adjustment for clocks 
US449017A,1891-03-24,Switch-stand 
US449018A,1891-03-24,Fhe nosris ptters co 
US449019A,1891-03-24,Gggggggg 
US449020A,1891-03-24,Edward w 
US449021A,1891-03-24,Machine 
US449022A,1891-03-24,Sliding gate for draw-bridges 
US449023A,1891-03-24,Nut-lock 
US449024A,1891-03-24,allijn 
US449025A,1891-03-24,William ii 
US449026A,1891-03-24,Portable elevator 
US449027A,1891-03-24,Jere j 
US449028A,1891-03-24,Friedricii beilmann 
US449029A,1891-03-24,Grate 
US449030A,1891-03-24,Dumping-car 
US449031A,1891-03-24,Tobacco-knife 
US449032A,1891-03-24,Machine 
US449033A,1891-03-24,Swinging hose-reel 
US449034A,1891-03-24,Scale-measure 
US449035A,1891-03-24,john v 
US449036A,1891-03-24,john v 
US449037A,1891-03-24,Wood-screw 
US449038A,1891-03-24,Machine for making ornamental cord 
US449039A,1891-03-24,Herman fietscit 
US449040A,1891-03-24,Half to charles c 
US449041A,1891-03-24,Half to johann g 
US449042A,1891-03-24,Window-curtain guide 
US449043A,1891-03-24,Plate-glass-sealing apparatus 
US449044A,1891-03-24,johnson 
US449045A,1891-03-24,Checkrein-hook 
US449046A,1891-03-24,Melvin newton lovell 
US449047A,1891-03-24,Melvin n 
US449048A,1891-03-24,Buehl 
US449049A,1891-03-24,Meridian drawing-board 
US449050A,1891-03-24,Fruit parer and corer 
US449051A,1891-03-24,Island 
US449052A,1891-03-24,Island 
US449053A,1891-03-24,Island 
US449054A,1891-03-24,Island 
US449055A,1891-03-24,Island 
US449056A,1891-03-24,Island 
US449057A,1891-03-24,Island 
US449058A,1891-03-24,Half to william j 
US449059A,1891-03-24,Henry teost 
US449060A,1891-03-24,Elbridge g 
US449061A,1891-03-24,Brush and mode of making the same 
US449062A,1891-03-24,Albert f 
US449063A,1891-03-24,Speed-controlling device 
US449064A,1891-03-24,Art of manufacturing borax 
US449065A,1891-03-24,George h 
US449066A,1891-03-24,Vacuum-pump 
US449067A,1891-03-24,Edward c 
US449068A,1891-03-24,John smalley campbell 
US449069A,1891-03-24,Dredths to richard n 
US449070A,1891-03-24,George a 
US449071A,1891-03-24,fasoldt 
US449072A,1891-03-24,Fodder-binder 
US449073A,1891-03-24,Half to rouse h 
US449074A,1891-03-24,Button-hole sewing-machine 
US449075A,1891-03-24,Button-hole sewing-machine 
US449076A,1891-03-24,howard 
US449077A,1891-03-24,Maurice jacobs 
US449078A,1891-03-24,Anti-frigtion bearing 
US449079A,1891-03-24,Willis h 
US449080A,1891-03-24,James t 
US449081A,1891-03-24,And ernst reinhold 
US449082A,1891-03-24,milbeadt 
US449083A,1891-03-24,Sidney w 
US449084A,1891-03-24,Archibald mcculloch 
US449085A,1891-03-24,Charles h 
US449086A,1891-03-24,Avert e 
US449087A,1891-03-24,John e 
US449088A,1891-03-24,John e 
US449089A,1891-03-24,Ninian proctor 
US449090A,1891-03-24,Ingee 
US449091A,1891-03-24,The tlohhis petebj co 
US449092A,1891-03-24,Canal-boat 
US449093A,1891-03-24,Joint or other fastening for tram way-rails 
US449094A,1891-03-24,Tubular lantern 
US449095A,1891-03-24,Charles comstock 
US449096A,1891-03-24,Ore crusher and sizer 
US449097A,1891-03-24,Excelsior-machine 
US449098A,1891-03-24,Grain-door for cars 
US449099A,1891-03-31,Ernesto abbiati 
US449100A,1891-03-31,Dropper s guide for corn-planters 
US449101A,1891-03-31,Machine for sewing and beating out seams 
US449102A,1891-03-31,Wallace c 
US449103A,1891-03-31,Carl bachem 
US449104A,1891-03-31,Process of coloring and finishing fabrics 
US449105A,1891-03-31,Combined index and register 
US449106A,1891-03-31,carty 
US449107A,1891-03-31,Eaves-trough machine 
US449108A,1891-03-31,desant 
US449109A,1891-03-31,Morris h 
US449110A,1891-03-31,Inking device 
US449111A,1891-03-31,edelstein 
US449112A,1891-03-31,Ruffler for sewing-machines 
US449113A,1891-03-31,Garment-supporter 
US449114A,1891-03-31,Chair 
US449115A,1891-03-31,Tastener for fish-plates for rails 
US449116A,1891-03-31,Ruching 
US449117A,1891-03-31,Theodore graham gribble 
US449118A,1891-03-31,Mill and power mechanism 
US449119A,1891-03-31,Metal-cased bottle 
US449120A,1891-03-31,Steam-muffler 
