patent_number,date,title
US400135A,1889-03-26,spiel-man 
US400136A,1889-03-26,Napoleon bonaparte spradley 
US400137A,1889-03-26,Louis steinberger 
US400138A,1889-03-26,Louis steinberger 
US400139A,1889-03-26,Robert edward stewart 
US400140A,1889-03-26,Lantern or lamp 
US400141A,1889-03-26,Trator of said ross c 
US400142A,1889-03-26,Axle-bearing 
US400143A,1889-03-26,Forging mechanism 
US400144A,1889-03-26,Cuff-holder 
US400145A,1889-03-26,Poison-distributer 
US400146A,1889-03-26,Type writing machine 
US400147A,1889-03-26,Binder 
US400148A,1889-03-26,Die for upsetting metal bars 
US400149A,1889-03-26,Bustle 
US400150A,1889-03-26,weston 
US400151A,1889-03-26,James terry white 
US400152A,1889-03-26,Loom-shuttle 
US400153A,1889-03-26,williams 
US400154A,1889-03-26,Snow-plow 
US400155A,1889-03-26,Territory 
US400156A,1889-03-26,Horse-detacher 
US400157A,1889-03-26,Rock-crusher 
US400158A,1889-03-26,Combined step-ladder and ironing and bread board 
US400159A,1889-03-26,atchison 
US400160A,1889-03-26,Benjamin t 
US400161A,1889-03-26,Bolt-head 
US400162A,1889-03-26,Photographic camera 
US400163A,1889-03-26,Tom btrkett barker 
US400164A,1889-03-26,Switch for center-rail elevated railroads 
US400165A,1889-03-26,Peimee foe caeteidges 
US400166A,1889-03-26,Incandescent gas-burner 
US400167A,1889-03-26,Incandescent gas-lamp 
US400168A,1889-03-26,Atmospheric gas-burner 
US400169A,1889-03-26,Incandescent gas-burner 
US400170A,1889-03-26,Gas-governor 
US400171A,1889-03-26,Gas-governor 
US400172A,1889-03-26,Gas-governor 
US400173A,1889-03-26,Gas-governor 
US400174A,1889-03-26,Air-regulating device for atmosph eric gas-burners 
US400175A,1889-03-26,Gas and air mixer 
US400176A,1889-03-26,Gas and air mixer 
US400177A,1889-03-26,Gas and air mixer 
US400178A,1889-03-26,Drawing-pen 
US400179A,1889-03-26,Edward m 
US400180A,1889-03-26,Edward m 
US400181A,1889-03-26,bentley 
US400182A,1889-03-26,bentley 
US400183A,1889-03-26,Chaie 
US400184A,1889-03-26,Starch ing-machine 
US400185A,1889-03-26,Appaeatus foe accelerating the passage of liquids theofgh 
US400186A,1889-03-26,Portable wash-stand 
US400187A,1889-03-26,Dough-kneadefl 
US400188A,1889-03-26,Hoisting and conveying machine 
US400189A,1889-03-26,caehaet 
US400190A,1889-03-26,Roller-gin 
US400191A,1889-03-26,Bag-holder 
US400192A,1889-03-26,Rolling-mill plant 
US400193A,1889-03-26,Carpet-lining 
US400194A,1889-03-26,Mouth piece foe bags 
US400195A,1889-03-26,Windmill 
US400196A,1889-03-26,William   donaldson 
US400197A,1889-03-26,Snow-plow 
US400198A,1889-03-26,Electric-arc lamp 
US400199A,1889-03-26,Car-starter 
US400200A,1889-03-26,steiger 
US400201A,1889-03-26,Separator 
US400202A,1889-03-26,Stem winding and setting watch 
US400203A,1889-03-26,Automatic twine-winder 
US400204A,1889-03-26,golding 
US400205A,1889-03-26,Lifting-jack 
US400206A,1889-03-26,Fish-trap 
US400207A,1889-03-26,Cecil napier hake 
US400208A,1889-03-26,William harper 
US400209A,1889-03-26,Sub-surface water-motor 
US400210A,1889-03-26,Journal-box 
US400211A,1889-03-26,Harness attachment 
US400212A,1889-03-26,Friction-clutch 
US400213A,1889-03-26,Pulley 
US400214A,1889-03-26,Electric-lighting system 
US400215A,1889-03-26,Peters 
US400216A,1889-03-26,Concentrator 
US400217A,1889-03-26,Thrashing-machine 
US400218A,1889-03-26,Chevron 
US400219A,1889-03-26,Oil process in butter-making 
US400220A,1889-03-26,Harrow and cultivator 
US400221A,1889-03-26,Ink-distributing apparatus for printing-machines 
US400222A,1889-03-26,Ink-distributing apparatus for printing-machines 
US400223A,1889-03-26,Ink-distributing apparatus for printing-machines 
US400224A,1889-03-26,Voltaic battery 
US400225A,1889-03-26,Voltaic battery 
US400226A,1889-03-26,Isidor kitsee 
US400227A,1889-03-26,Voltaic battery 
US400228A,1889-03-26,Wagon-brake 
US400229A,1889-03-26,lauth 
US400230A,1889-03-26,Windmill 
US400231A,1889-03-26,Paul w 
US400232A,1889-03-26,Joseph hufty lehman 
US400233A,1889-03-26,leonard 
US400234A,1889-03-26,leonard 
US400235A,1889-03-26,Ed hard liebert and sally adolf rosentiial 
US400236A,1889-03-26,John j 
US400237A,1889-03-26,Louise martane 
US400238A,1889-03-26,mccool 
US400239A,1889-03-26,Electric burglar-alarm 
US400240A,1889-03-26,Blow-pipe bed 
US400241A,1889-03-26,Adjustable car-seat and indicator 
US400242A,1889-03-26,Statiohmndicator 
US400243A,1889-03-26,Sectional boiler 
US400244A,1889-03-26,Letter-box 
US400245A,1889-03-26,Throttle valve controller 
US400246A,1889-03-26,Reversing-gearing for washing-machines 
US400247A,1889-03-26,p pearson 
US400248A,1889-03-26,Process of tempering saws 
US400249A,1889-03-26,Automatic valve 
US400250A,1889-03-26,Baker s oven 
US400251A,1889-03-26,M eas u 
US400252A,1889-03-26,Fire-kindler 
US400253A,1889-03-26,Fountain-pen 
US400254A,1889-03-26,Apparatus for extracting oil from oiucakes 
US400255A,1889-03-26,Culinary apparatus 
US400256A,1889-03-26,Wire snap-hook 
US400257A,1889-03-26,Sewing-machine-attachment holder 
US400258A,1889-03-26,Joseph shackleton 
US400259A,1889-03-26,Wooden rake 
US400260A,1889-03-26,Chenille 
US400261A,1889-03-26,Device foe 
US400262A,1889-03-26,Conducting-pipe 
US400263A,1889-03-26,woods smith 
US400264A,1889-03-26,Automatic grounding device 
US400265A,1889-03-26,Machine 
US400266A,1889-03-26,Lewis stein 
US400267A,1889-03-26,Alfred thomas 
US400268A,1889-03-26,Charles a 
US400269A,1889-03-26,Charles a 
US400270A,1889-03-26,Grain-elevator attachment for thrashing-machines 
US400271A,1889-03-26,Alfred savill tomkins 
US400272A,1889-03-26,Bottle-stopper 
US400273A,1889-03-26,valiquet 
US400274A,1889-03-26,Friction-gear for electric motors 
US400275A,1889-03-26,William vogel 
US400276A,1889-03-26,Grip-pulley wheel 
US400277A,1889-03-26,Device for catching poultry 
US400278A,1889-03-26,Cybus bussey 
US400279A,1889-03-26,Machine for distributing insect-powder 
US400280A,1889-03-26,alaric wilcox 
US400281A,1889-03-26,Swinging saw 
US400282A,1889-03-26,wilson 
US400283A,1889-03-26,Time-recorder 
US400284A,1889-03-26,Device for preventing the backward movement of machinery 
US400285A,1889-03-26,Chester 
US400286A,1889-03-26,Tool-holding box 
US400287A,1889-03-26,Tool-holding box 
US400288A,1889-03-26,Tool-holding box 
US400289A,1889-03-26,Sash-fastener 
US400290A,1889-03-26,Support for ironing-boards 
US400291A,1889-03-26,Retort vaporizer and superheater 
US400292A,1889-03-26,Edward alexander bolus 
US400293A,1889-03-26,Differential speed-clutch 
US400294A,1889-03-26,Can-soldering machine 
US400295A,1889-03-26,Can-soldering machine 
US400296A,1889-03-26,George f 
US400297A,1889-03-26,Dress-forivj 
US400298A,1889-03-26,Veterinary drencher 
US400299A,1889-03-26,chappell  
US400300A,1889-03-26,Electric conduit 
US400301A,1889-03-26,Att ys 
US400302A,1889-03-26,clark 
US400303A,1889-03-26,Preserving cocoanut 
US400304A,1889-03-26,Hotel-call 
US400305A,1889-03-26,Roof-connection for railway-cars 
US400306A,1889-03-26,Car-coupling 
US400307A,1889-03-26,Car-wheel 
US400308A,1889-03-26,Iethod of constructing underground conduits 
US400309A,1889-03-26,Fire-proof building 
US400310A,1889-03-26,Machine for forming sheet-metal pipes 
US400311A,1889-03-26,Electric motor 
US400312A,1889-03-26,Thermostat 
US400313A,1889-03-26,Hydrocarbon-vaporizer 
US400314A,1889-03-26,Fire-escape 
US400315A,1889-03-26,Regulator for electric motors 
US400316A,1889-03-26,Necticut 
US400317A,1889-03-26,Thomas a 
US400318A,1889-03-26,Liquids undee presstjee 
US400319A,1889-03-26,Feed-water heater and purifier 
US400320A,1889-03-26,feazer 
US400321A,1889-03-26,Machine foe creasing and cutting window shade cloth 
US400322A,1889-03-26,Button-attaching device for sewing-machines 
US400323A,1889-03-26,Hydraulic sausage-stuffing machine 
US400324A,1889-03-26,David gilmore 
US400325A,1889-03-26,ginochio 
US400326A,1889-03-26,Noel b 
US400327A,1889-03-26,Noel b 
US400328A,1889-03-26,gismondi 
US400329A,1889-03-26,End sill for railway-cars 
US400330A,1889-03-26,Samuel k goodman 
US400331A,1889-03-26,Water-meter 
US400332A,1889-03-26,Check-hook 
US400333A,1889-03-26,Robert haberthur 
US400334A,1889-03-26,Julius hammesfaiir 
US400335A,1889-03-26,Plastic mineral composition 
US400336A,1889-03-26,Plastic mineral composition 
US400337A,1889-03-26,Gottlieb heidmann 
US400338A,1889-03-26,Julius iienning 
US400339A,1889-03-26,And william j 
US400340A,1889-03-26,Machine 
US400341A,1889-03-26,Adolph g 
US400342A,1889-03-26,Combined ejector and injector 
US400343A,1889-03-26,Velocipede-brake 
US400344A,1889-03-26,Cuff-holder 
US400345A,1889-03-26,Indicator 
US400346A,1889-03-26,Barrel-washing machine 
US400347A,1889-03-26,knight 
US400348A,1889-03-26,Charles w 
US400349A,1889-03-26,lightford 
US400350A,1889-03-26,System for heating cars 
US400351A,1889-03-26,Seeder 
US400352A,1889-03-26,miller 
US400353A,1889-03-26,Button and ornament paster 
US400354A,1889-03-26,Base-ball bat 
US400355A,1889-03-26,Presser-foot for sewing-machines 
US400356A,1889-03-26,Lubricator 
US400357A,1889-03-26,Chair 
US400358A,1889-03-26,Combined goblet-holder and drip-cup attachment for refrigerators 
US400359A,1889-03-26,Adding-machine 
US400360A,1889-03-26,Detachable handle 
US400361A,1889-03-26,Benjamin e 
US400362A,1889-03-26,Vania 
US400363A,1889-03-26,Island 
US400364A,1889-03-26,George w 
US400365A,1889-03-26,Fritz schley 
US400366A,1889-03-26,Process of hardening steel 
US400368A,1889-03-26,stuart 
US400369A,1889-03-26,Fence-making machine 
US400370A,1889-03-26,Railway-switch 
US400371A,1889-03-26,Cutter-head 
US400372A,1889-03-26,Lamp-shade protector 
US400373A,1889-03-26,Cotton-seed mill 
US400374A,1889-03-26,Valve for locomotives 
US400375A,1889-03-26,Pneumatic flexible-slot conduit for electric-railway conductors 
US400376A,1889-03-26,Fritz baron von wechmar 
US400377A,1889-03-26,Fence 
US400378A,1889-03-26,Edward weston 
US400379A,1889-03-26,Buckle 
US400380A,1889-03-26,Chusetts 
US400381A,1889-03-26,Sleigh-runner for wheeled vehicles 
US400382A,1889-03-26,Horace wyman 
US400383A,1889-03-26,Maohiite 
US400384A,1889-03-26,Type wkiting machine 
US400385A,1889-03-26,Jar-holder and kettle-cover 
US400386A,1889-03-26,Fluid-measuring vessel 
US400387A,1889-03-26,Car-axle box 
US400388A,1889-03-26,Cultivator 
US400389A,1889-03-26,beeeien 
US400390A,1889-03-26,Automatic railway gate and signal 
US400391A,1889-03-26,Eugene bretney 
US400392A,1889-03-26,John c 
US400393A,1889-03-26,Safety car-heater 
US400394A,1889-03-26,Ornamental forms or designs upon 
US400395A,1889-03-26,Electric distribution by storage-batteries 
US400396A,1889-03-26,C iarles h 
US400397A,1889-03-26,Harrow tooth holder 
US400398A,1889-03-26,Harrow-toof h holder 
US400399A,1889-03-26,Cutting-table for brick or tile machines 
US400400A,1889-03-26,gtjillaumin 
US400401A,1889-03-26,Piston water-meter 
US400402A,1889-03-26,Water-motor 
US400403A,1889-03-26,Administrator of william 
US400404A,1889-03-26,Secondary battery 
US400405A,1889-03-26,Manufacture of railway-spikes 
US400406A,1889-03-26,Cash-indicator 
US400407A,1889-03-26,Tag-fastener 
US400408A,1889-03-26,Button-hole strip 
US400409A,1889-03-26,Steam hand-car 
US400410A,1889-03-26,Check-hook 
US400411A,1889-03-26,Hydraulic motor 
US400412A,1889-03-26,Joseph e 
US400413A,1889-03-26,William jethro purdy 
US400414A,1889-03-26,Son and james a 
US400415A,1889-03-26,summers  
US400416A,1889-03-26,Governor for marine engines 
US400417A,1889-03-26,Book-marker 
US400418A,1889-03-26,Joseph turner 
US400419A,1889-03-26,Apparatus for regenerating incandescent mantles 
US400420A,1889-03-26,Fluid-meter 
US400421A,1889-03-26,Rubber boot 
US400422A,1889-04-02,Disk cultivator 
US400423A,1889-04-02,Machine for ornamenting wood 
US400424A,1889-04-02,Bustled 
US400425A,1889-04-02,Wash-boiler tank 
US400426A,1889-04-02,Peters 
US400427A,1889-04-02,Bruno aschenbach 
US400428A,1889-04-02,Charles bagley 
US400429A,1889-04-02,Method of fence-building 
US400430A,1889-04-02,Galvanic battery 
US400431A,1889-04-02,Flat-roofed building 
US400432A,1889-04-02,Claude m 
US400433A,1889-04-02,Charles boulay 
US400434A,1889-04-02,Hillside-plow 
US400435A,1889-04-02,Holdback for vehicle-thills 
US400436A,1889-04-02,Bottle-stopper 
US400437A,1889-04-02,clarefbach 
US400438A,1889-04-02,Rod-packing 
US400439A,1889-04-02,Boot or shoe sewing machine 
US400440A,1889-04-02,Ore-separator 
US400441A,1889-04-02,Process of agitating hides or leather scraps 
US400442A,1889-04-02,Process of agitating hides or leather scraps 
US400443A,1889-04-02,Apparatus for treating hides or skins 
US400444A,1889-04-02,William g 
US400445A,1889-04-02,Otis e 
US400446A,1889-04-02,Mouth-piece for cigars 
US400447A,1889-04-02,Feed-mill 
US400448A,1889-04-02,Steam-boiler 
US400449A,1889-04-02,Ludwig grabau 
US400450A,1889-04-02,Samuel grossiord 
US400451A,1889-04-02,Vehicle rub-iron 
US400452A,1889-04-02,Whip-holder 
US400453A,1889-04-02,Heating apparatus 
US400454A,1889-04-02,Truss 
US400455A,1889-04-02,Gustavos heidel and gustave fret 
US400456A,1889-04-02,Planter and cultivator 
US400457A,1889-04-02,Truck-loader 
US400458A,1889-04-02,Arthur histon 
US400459A,1889-04-02,Lathe-ghuck 
US400460A,1889-04-02,Insect-trap 
US400461A,1889-04-02,Harness-loop 
US400462A,1889-04-02,Brothers 
US400463A,1889-04-02,Lightning-arrester 
US400464A,1889-04-02,Lightning-rod and coupling 
US400465A,1889-04-02,Chalk-eraser 
US400466A,1889-04-02,Well-boring apparatus 
US400467A,1889-04-02,Yielding shovel for cultivators 
US400468A,1889-04-02,Edward p 
US400469A,1889-04-02,marix 
US400470A,1889-04-02,Spiral stairway 
US400471A,1889-04-02,Roller-bearing 
US400472A,1889-04-02,Magazine fiee abm 
US400473A,1889-04-02,Device for supporting electric lamps 
US400474A,1889-04-02,Yoke for draw-heads 
US400475A,1889-04-02,nimschke 
US400476A,1889-04-02,nutting 
US400477A,1889-04-02,Paving tile or brick 
US400478A,1889-04-02,Rocking-chair 
US400479A,1889-04-02,Electric gas-lighter 
US400480A,1889-04-02,Emil peters 
US400481A,1889-04-02,Heating-stove 
US400482A,1889-04-02,Conduit for cable railways 
US400483A,1889-04-02,Peter raab 
US400484A,1889-04-02,Submarine apparatus for soldering pipe-joints 
US400485A,1889-04-02,Button-hole piece for boots or shoes 
US400486A,1889-04-02,Transfer system of electric distribution 
US400487A,1889-04-02,Lift-pump 
US400488A,1889-04-02,Match-safe 
US400489A,1889-04-02,Cutting apparatus for harvesters 
US400490A,1889-04-02,Freemon t 
US400491A,1889-04-02,Combined syringe and medicine-case 
US400492A,1889-04-02,David rousseau 
US400493A,1889-04-02,Arthur w 
US400494A,1889-04-02,Yarn-reeling machine 
US400495A,1889-04-02,Rolling-mill 
US400496A,1889-04-02,Shutter-worker 
US400497A,1889-04-02,Car-track sweeper 
US400498A,1889-04-02,Vapor-burner 
US400499A,1889-04-02,Safe or vault 
US400500A,1889-04-02,Tide and lock power engine 
US400501A,1889-04-02,Charles smith 
US400502A,1889-04-02,Ors to themselves 
US400503A,1889-04-02,Clothes-line 
US400504A,1889-04-02,Dress-cutter s rule 
US400505A,1889-04-02,William h 
US400506A,1889-04-02,Luther stouffer 
US400507A,1889-04-02,Motor for churns 
US400508A,1889-04-02,stuart 
US400509A,1889-04-02,Soldering-iron 
US400510A,1889-04-02,Circular-knitting machine 
US400511A,1889-04-02,Snap-hook 
US400512A,1889-04-02,Pliees foe 
US400513A,1889-04-02,Locking device for tube or pipe sections 
US400514A,1889-04-02,Horseshoe and pad 
US400515A,1889-04-02,Apparatus fob regulating current or potential in secondary of transformers 
US400516A,1889-04-02,Method of regulating current or potential in secondary of transformers 
US400517A,1889-04-02,Bee-hive 
US400518A,1889-04-02,Push-bar for locomotives 
US400519A,1889-04-02,Valve-gear for steam-hammers 
US400520A,1889-04-02,Arm-support fortelephones 
US400521A,1889-04-02,Furring-strip for walls or ceilings 
US400522A,1889-04-02,valentine  
US400523A,1889-04-02,Harmonic telegraphy 
US400524A,1889-04-02,Sample-envelope 
US400525A,1889-04-02,Electrical railway-signaling 
US400526A,1889-04-02,Thill-coupling 
US400527A,1889-04-02,Composition for pipes 
US400528A,1889-04-02,Piano-stool 
US400529A,1889-04-02,Boiler 
US400530A,1889-04-02,Hay rake and stacker 
US400531A,1889-04-02,Twentieths to brainard w 
US400532A,1889-04-02,Service-pipe connection for gas-mains 
US400533A,1889-04-02,Grinding 
US400534A,1889-04-02,Metallic wheelbarrow 
US400535A,1889-04-02,Fastener for meeting-rails of sashes 
US400536A,1889-04-02,bailey 
US400537A,1889-04-02,Cheese-cutter 
US400538A,1889-04-02,Middlings-purifier 
US400539A,1889-04-02,Territory 
US400540A,1889-04-02,And william cashner 
US400541A,1889-04-02,Method of forming rings 
US400542A,1889-04-02,Car-brake 
US400543A,1889-04-02,Stuffing-box 
US400544A,1889-04-02,Railway and railway-vehicle 
US400545A,1889-04-02,Axle-box for locomotives 
US400546A,1889-04-02,Clamp for clothes-lines 
US400547A,1889-04-02,Charles baker crafton 
US400548A,1889-04-02,crowell 
US400549A,1889-04-02,Advertising or display device 
US400550A,1889-04-02,Turning-lathe 
US400551A,1889-04-02,Territory 
US400552A,1889-04-02,Telegraph-wire carrier 
US400553A,1889-04-02,Pressure-regulator 
US400554A,1889-04-02,William franklin elkins 
US400555A,1889-04-02,Machine for shaping bottle-necks 
US400556A,1889-04-02,Machine for shaping bottle-necks 
US400557A,1889-04-02,Temporary binder 
US400558A,1889-04-02,Railroad-rail tie and fastening 
US400559A,1889-04-02,Ventilating apparatus for vehicles 
US400560A,1889-04-02,Car-starter 
US400561A,1889-04-02,Car-seat 
US400562A,1889-04-02,Car-door 
US400563A,1889-04-02,Car-coupling 
US400564A,1889-04-02,Rocking-chair 
US400565A,1889-04-02,Wagon-brake lever 
US400566A,1889-04-02,Hugh w 
US400567A,1889-04-02,Cutter-head 
US400568A,1889-04-02,Steam-boiler 
US400569A,1889-04-02,Credit or store order 
US400570A,1889-04-02,Coffin-fastener 
US400571A,1889-04-02,Mirror attachment for telescopic glasses 
US400572A,1889-04-02,Insect-trap 
US400573A,1889-04-02,robinson 
US400574A,1889-04-02,Split band-pulley 
US400575A,1889-04-02,Brick-kiln 
US400576A,1889-04-02,James w 
US400577A,1889-04-02,And mary elizbeth 
US400578A,1889-04-02,Adolpff luthy 
US400579A,1889-04-02,Fabric for machine-belting 
US400580A,1889-04-02,Isaac mat 
US400581A,1889-04-02,Plow and plow-point 
US400582A,1889-04-02,Railroad snow-plow 
US400583A,1889-04-02,mekean 
US400584A,1889-04-02,Lamp-extinguisher 
US400585A,1889-04-02,Method of protecting dental fillings 
US400586A,1889-04-02,Syringe 
US400587A,1889-04-02,Dental matrix 
US400588A,1889-04-02,Fisherman s pail 
US400589A,1889-04-02,Speculum 
US400590A,1889-04-02,Straight-edge or darby 
US400591A,1889-04-02,William j 
US400592A,1889-04-02,Napier 
US400593A,1889-04-02,Coal-drilling machine 
US400594A,1889-04-02,Car-coupling 
US400595A,1889-04-02,Towee 
US400596A,1889-04-02,Parallel-ruler 
US400597A,1889-04-02,phillips 
US400598A,1889-04-02,Andrew curtin porter 
US400599A,1889-04-02,robertson 
US400600A,1889-04-02,Insulating pipe-coupling 
US400601A,1889-04-02,Jacob rodermond 
US400602A,1889-04-02,Gas or vapor burner for heating 
US400603A,1889-04-02,Machine foe cutting cloth 
US400604A,1889-04-02,scholfield 
US400605A,1889-04-02,Island 
US400606A,1889-04-02,Territory 
US400607A,1889-04-02,Combination folding secretary and dresser 
US400608A,1889-04-02,Button-hole attachment for sewing-machines 
US400609A,1889-04-02,Side curtain for buggies 
US400610A,1889-04-02,Water-motor 
US400611A,1889-04-02,Thomas tyson 
US400612A,1889-04-02,Stove 
US400613A,1889-04-02,Elevator 
US400614A,1889-04-02,Columnar closet 
US400615A,1889-04-02,Grain-meter 
US400616A,1889-04-02,Harrow attachment for land-rollers 
US400617A,1889-04-02,whiddon  
US400618A,1889-04-02,Gardner 
US400619A,1889-04-02,winklee 
US400620A,1889-04-02,winklee 
US400621A,1889-04-02,winkler 
US400622A,1889-04-02,Process of dephosphorizing iron ore 
US400623A,1889-04-02,Gustave j 
US400624A,1889-04-02,Satchel attachment 
US400625A,1889-04-02,Machine for ornamenting wood 
US400626A,1889-04-02,Two-part cylinder and die for ornamenting wood 
US400627A,1889-04-02,Book-leaf or paper holder 
US400628A,1889-04-02,Book-holder 
US400629A,1889-04-02,Charles batchelor 
US400630A,1889-04-02,Oscar v 
US400631A,1889-04-02,Swinging gate 
US400632A,1889-04-02,Paul caspaet 
US400633A,1889-04-02,And deodorizing coal oil or petroleum 
US400634A,1889-04-02,Francis m 
US400635A,1889-04-02,Tea-kettle 
US400636A,1889-04-02,Thread-protector 
US400637A,1889-04-02,Washing-machine 
US400638A,1889-04-02,Air-brake signal 
US400639A,1889-04-02,Air-brake signal 
US400640A,1889-04-02,Vehicle-seat lock 
US400641A,1889-04-02,coryell 
US400642A,1889-04-02,Henry bouthillier de beaumont 
US400643A,1889-04-02,Metallic railway-tie and fastening 
US400644A,1889-04-02,Pipe-coupling 
US400645A,1889-04-02,Automatic machine for cutting rack-teeth 
US400646A,1889-04-02,Phonograph recorder and reproducer 
US400647A,1889-04-02,Phonograph 
US400648A,1889-04-02,Phonogram-blank 
US400649A,1889-04-02,Method of making phonogram-blanks 
