patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US1661064A,1928-02-28,blaser,['blaser'],"[('blaser', 'NN')]",['ADV'],[],0,0,1,0
US1661177A,1928-03-06,Buffer,['Buffer'],"[('Buffer', 'NN')]",['NOUN'],[],0,0,1,0
US1661383A,1928-03-06,Setts,['Setts'],"[('Setts', 'NN')]",['NOUN'],['NORP'],0,0,1,0
US1661430A,1928-03-06,Combined,['Combined'],"[('Combined', 'VBN')]",['VERB'],[],0,0,1,0
US1661474A,1928-03-06,groene,['groene'],"[('groene', 'NN')]",['NOUN'],[],0,0,1,0
US1661546A,1928-03-06,nicholson,['nicholson'],"[('nicholson', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1661624A,1925-12-24,pieper,['pieper'],"[('pieper', 'NN')]",['NOUN'],[],0,0,1,0
US1661648A,1928-03-06,bates,['bates'],"[('bates', 'NNS')]",['NOUN'],[],0,0,1,0
US1661704A,1928-03-06,Waxes,['Waxes'],"[('Waxes', 'NNS')]",['VERB'],[],0,0,1,0
US1661743A,1928-03-06,wittel,['wittel'],"[('wittel', 'NN')]",['NOUN'],[],0,0,1,0
US1661771A,1928-03-06,redmcind,['redmcind'],"[('redmcind', 'NN')]",['VERB'],[],0,0,1,0
US1661783A,1927-06-10,bergstrcm,['bergstrcm'],"[('bergstrcm', 'NN')]",['VERB'],[],0,0,1,0
US1661785A,1928-03-06,evees,['evees'],"[('evees', 'NNS')]",['NOUN'],[],0,0,1,0
US1661877A,1928-03-06,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1661962A,1928-03-06,Trimbw,['Trimbw'],"[('Trimbw', 'NN')]",['ADJ'],[],0,0,1,0
US1662090A,1928-03-13,vorhauer,['vorhauer'],"[('vorhauer', 'NN')]",['NOUN'],[],0,0,1,0
US1662240A,1928-03-13,Sachusetts,['Sachusetts'],"[('Sachusetts', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1662351A,1928-03-13,wadsworth,['wadsworth'],"[('wadsworth', 'NN')]",['NOUN'],[],0,0,1,0
US1662365A,1928-03-13,Bujbbe,['Bujbbe'],"[('Bujbbe', 'NN')]",['NOUN'],[],0,0,1,0
US1662370A,1928-03-13,trinquart,['trinquart'],"[('trinquart', 'NN')]",['VERB'],[],0,0,1,0
US1662434A,1928-03-13,palmer,['palmer'],"[('palmer', 'NN')]",['NOUN'],[],0,0,1,0
US1662526A,1928-03-13,luttropp,['luttropp'],"[('luttropp', 'NN')]",['ADJ'],[],0,0,1,0
US1662572A,1928-03-13,fryer,['fryer'],"[('fryer', 'NN')]",['NOUN'],[],0,0,1,0
US1662704A,1928-03-13,herrschaft,['herrschaft'],"[('herrschaft', 'NN')]",['VERB'],[],0,0,1,0
US1662742A,1928-03-13,classman,['classman'],"[('classman', 'NN')]",['NOUN'],[],0,0,1,0
US1662876A,1925-12-24,Assigitoe,['Assigitoe'],"[('Assigitoe', 'NN')]",['NOUN'],[],0,0,1,0
US1662916A,1928-03-20,busse,['busse'],"[('busse', 'NN')]",['NOUN'],[],0,0,1,0
US1662929A,1928-03-20,kutter,['kutter'],"[('kutter', 'NN')]",['VERB'],[],0,0,1,0
US1663000A,1928-03-20,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1663006A,1928-03-20,houghtaling,['houghtaling'],"[('houghtaling', 'VBG')]",['VERB'],[],0,0,1,0
US1663144A,1928-03-20,skinner,['skinner'],"[('skinner', 'NN')]",['NOUN'],[],0,0,1,0
US1663237A,1928-03-20,berry,['berry'],"[('berry', 'NN')]",['VERB'],[],0,0,1,0
US1663467A,1928-03-20,setright,['setright'],"[('setright', 'NN')]",['VERB'],[],0,0,1,0
US1663628A,1928-03-27,ferngren,['ferngren'],"[('ferngren', 'NNS')]",['NOUN'],[],0,0,1,0
US1663726A,1928-03-27,pfeifer,['pfeifer'],"[('pfeifer', 'NN')]",['VERB'],[],0,0,1,0
US1663841A,1928-03-27,Sterilizer,['Sterilizer'],"[('Sterilizer', 'NN')]",['NOUN'],[],0,0,1,0
US1663920A,1928-03-27,Wrench,['Wrench'],"[('Wrench', 'NN')]",['NOUN'],[],0,0,1,0
US1664016A,1928-03-27,Window,['Window'],"[('Window', 'NN')]",['NOUN'],[],0,0,1,0
US1664045A,1928-03-27,Stove,['Stove'],"[('Stove', 'VB')]",['VERB'],[],0,0,1,0
US1664135A,1928-03-27,scrimgeour,['scrimgeour'],"[('scrimgeour', 'NN')]",['NOUN'],[],0,0,1,0
US1664139A,1928-03-27,tscherning,['tscherning'],"[('tscherning', 'VBG')]",['VERB'],[],0,0,1,0
US1664151A,1928-03-27,Assiqnobs,['Assiqnobs'],"[('Assiqnobs', 'NNP')]",['NOUN'],[],0,0,1,0
US1664184A,1928-03-27,potter,['potter'],"[('potter', 'NN')]",['NOUN'],[],0,0,1,0
US1664212A,1928-03-27,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1664280A,1928-03-27,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1664343A,1928-03-27,bader,['bader'],"[('bader', 'NN')]",['NOUN'],[],0,0,1,0
US1664347A,1928-03-27,boving,['boving'],"[('boving', 'NN')]",['VERB'],[],0,0,1,0
US1664374A,1928-03-27,daniels,['daniels'],"[('daniels', 'NNS')]",['NOUN'],[],0,0,1,0
US1664377A,1928-03-27,clark,['clark'],"[('clark', 'NN')]",['NOUN'],[],0,0,1,0
US1664398A,1928-04-03,Lampenfabriekeh,['Lampenfabriekeh'],"[('Lampenfabriekeh', 'NN')]",['ADJ'],[],0,0,1,0
US1664558A,1928-04-03,hastings,['hastings'],"[('hastings', 'NNS')]",['NOUN'],[],0,0,1,0
US1664577A,1928-04-03,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1664587A,1928-04-03,Piano,['Piano'],"[('Piano', 'NN')]",['NOUN'],[],0,0,1,0
US1664878A,1928-04-03,Bearing,['Bearing'],"[('Bearing', 'NN')]",['VERB'],[],0,0,1,0
US1664885A,1928-04-03,Stovepipe,['Stovepipe'],"[('Stovepipe', 'NN')]",['NOUN'],[],0,0,1,0
US1665052A,1928-04-03,Radiator,['Radiator'],"[('Radiator', 'NN')]",['NOUN'],[],0,0,1,0
US1665312A,1928-04-10,Laurseet,['Laurseet'],"[('Laurseet', 'NN')]",['NOUN'],[],0,0,1,0
US1665487A,1928-04-10,Incinerator,['Incinerator'],"[('Incinerator', 'NN')]",['NOUN'],[],0,0,1,0
US1665572A,1928-04-10,pitkin,['pitkin'],"[('pitkin', 'NN')]",['NOUN'],[],0,0,1,0
US1665736A,1928-04-10,going,['going'],"[('going', 'VBG')]",['VERB'],[],0,0,1,0
US1665756A,1928-04-10,thorbus,['thorbus'],"[('thorbus', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1665769A,1928-04-10,Aeroplane,['Aeroplane'],"[('Aeroplane', 'NN')]",['NOUN'],[],0,0,1,0
US1665838A,1928-04-10,becker,['becker'],"[('becker', 'NN')]",['NOUN'],[],0,0,1,0
US1665946A,1928-04-10,Stocking,['Stocking'],"[('Stocking', 'VBG')]",['VERB'],[],0,0,1,0
US1666046A,1928-04-10,heppes,['heppes'],"[('heppes', 'NNS')]",['NOUN'],[],0,0,1,0
US1666198A,1928-04-17,dressel,['dressel'],"[('dressel', 'NN')]",['NOUN'],[],0,0,1,0
US1666222A,1928-04-17,Assigstok,['Assigstok'],"[('Assigstok', 'NN')]",['ADJ'],[],0,0,1,0
US1666229A,1928-04-17,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1666233A,1928-04-17,Heater,['Heater'],"[('Heater', 'NN')]",['NOUN'],[],0,0,1,0
US1666315A,1928-04-17,Helicopter,['Helicopter'],"[('Helicopter', 'NN')]",['NOUN'],[],0,0,1,0
US1666450A,1928-04-17,holweck,['holweck'],"[('holweck', 'NN')]",['NOUN'],[],0,0,1,0
US1666570A,1928-04-17,Construction,['Construction'],"[('Construction', 'NN')]",['NOUN'],[],0,0,1,0
US1666577A,1928-04-17,mccabe,['mccabe'],"[('mccabe', 'NN')]",['NOUN'],[],0,0,1,0
US1666710A,1928-04-17,Sachusetts,['Sachusetts'],"[('Sachusetts', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1666714A,1928-04-17,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1666869A,1928-04-17,Digging,['Digging'],"[('Digging', 'VBG')]",['VERB'],[],0,0,1,0
US1666929A,1928-04-24,frede,['frede'],"[('frede', 'NN')]",['VERB'],[],0,0,1,0
US1667121A,1928-04-24,ketteman,['ketteman'],"[('ketteman', 'NN')]",['NOUN'],[],0,0,1,0
US1667131A,1928-04-24,sawyer,['sawyer'],"[('sawyer', 'NN')]",['NOUN'],[],0,0,1,0
US1667316A,1928-04-24,Dehydrator,['Dehydrator'],"[('Dehydrator', 'NN')]",['NOUN'],[],0,0,1,0
US1667548A,1928-04-24,hanch,['hanch'],"[('hanch', 'NN')]",['VERB'],[],0,0,1,0
US1667568A,1928-04-24,somogyi,['somogyi'],"[('somogyi', 'NN')]",['NOUN'],[],0,0,1,0
US1667692A,1928-04-24,salerno,['salerno'],"[('salerno', 'NN')]",['ADJ'],[],0,0,1,0
US1667720A,1928-05-01,copeman,['copeman'],"[('copeman', 'NN')]",['NOUN'],[],0,0,1,0
US1667721A,1928-05-01,copeman,['copeman'],"[('copeman', 'NN')]",['NOUN'],[],0,0,1,0
US1667844A,1928-05-01,edmunds,['edmunds'],"[('edmunds', 'NNS')]",['VERB'],[],0,0,1,0
US1667855A,1928-05-01,Calendar,['Calendar'],"[('Calendar', 'NN')]",['NOUN'],[],0,0,1,0
US1668091A,1928-05-01,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1668137A,1928-05-01,Hinge,['Hinge'],"[('Hinge', 'NN')]",['INTJ'],[],0,0,1,0
US1668186A,1928-05-01,Lswgf,['Lswgf'],"[('Lswgf', 'NN')]",['ADJ'],['GPE'],0,0,1,0
US1668429A,1928-05-01,Support,['Support'],"[('Support', 'NN')]",['NOUN'],[],0,0,1,0
US1668707A,1928-05-08,allen,['allen'],"[('allen', 'NN')]",['VERB'],[],0,0,1,0
US1668774A,1928-05-08,Scale,['Scale'],"[('Scale', 'NN')]",['NOUN'],[],0,0,1,0
US1668911A,1928-05-08,Damper,['Damper'],"[('Damper', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1669069A,1928-05-08,basel,['basel'],"[('basel', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1669232A,1928-05-08,Stabilizer,['Stabilizer'],"[('Stabilizer', 'NN')]",['NOUN'],[],0,0,1,0
US1669484A,1928-05-15,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1669676A,1928-05-15,schneider,['schneider'],"[('schneider', 'NN')]",['NOUN'],[],0,0,1,0
US1669789A,1928-05-15,sherwood,['sherwood'],"[('sherwood', 'NN')]",['NOUN'],[],0,0,1,0
US1669801A,1928-05-15,allen,['allen'],"[('allen', 'NN')]",['VERB'],[],0,0,1,0
US1669803A,1928-05-15,Stove,['Stove'],"[('Stove', 'VB')]",['VERB'],[],0,0,1,0
US1669967A,1928-05-15,Massaciiusetts,['Massaciiusetts'],"[('Massaciiusetts', 'NNS')]",['NOUN'],['NORP'],0,0,1,0
US1670004A,1928-05-15,Bheostat,['Bheostat'],"[('Bheostat', 'NNP')]",['NOUN'],[],0,0,1,0
US1670240A,1928-05-15,collar,['collar'],"[('collar', 'NN')]",['NOUN'],[],0,0,1,0
US1670316A,1928-05-22,schlusing,['schlusing'],"[('schlusing', 'VBG')]",['VERB'],[],0,0,1,0
US1670485A,1928-05-22,strid,['strid'],"[('strid', 'NN')]",['VERB'],[],0,0,1,0
US1670501A,1928-05-22,Linkage,['Linkage'],"[('Linkage', 'NN')]",['NOUN'],[],0,0,1,0
US1670602A,1928-05-22,webber,['webber'],"[('webber', 'NN')]",['NOUN'],[],0,0,1,0
US1670611A,1928-05-22,Couch,['Couch'],"[('Couch', 'JJ')]",['NOUN'],[],0,0,1,0
US1670802A,1928-05-22,furgason,['furgason'],"[('furgason', 'NN')]",['NOUN'],[],0,0,1,0
US1670819A,1928-05-22,Ledoe,['Ledoe'],"[('Ledoe', 'NN')]",['NOUN'],['GPE'],0,0,1,0
US1670984A,1928-05-22,poole,['poole'],"[('poole', 'NN')]",['VERB'],[],0,0,1,0
US1671232A,1928-05-29,Counter,['Counter'],"[('Counter', 'NN')]",['INTJ'],[],0,0,1,0
US1671820A,1928-05-29,ferrand,['ferrand'],"[('ferrand', 'NN')]",['VERB'],[],0,0,1,0
US1672221A,1928-06-05,Electeic,['Electeic'],"[('Electeic', 'NN')]",['ADJ'],[],0,0,1,0
US1672420A,1928-06-05,moller,['moller'],"[('moller', 'NN')]",['NOUN'],[],0,0,1,0
US1672446A,1928-06-05,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1672507A,1928-06-05,treptovy,['treptovy'],"[('treptovy', 'NN')]",['VERB'],[],0,0,1,0
US1672751A,1928-06-05,conti,['conti'],"[('conti', 'NN')]",['NOUN'],[],0,0,1,0
US1672782A,1928-06-05,Coaster,['Coaster'],"[('Coaster', 'NN')]",['NOUN'],[],0,0,1,0
US1672981A,1928-06-12,Legging,['Legging'],"[('Legging', 'VBG')]",['VERB'],[],0,0,1,0
US1672982A,1928-06-12,Marker,['Marker'],"[('Marker', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1673044A,1928-06-12,geiger,['geiger'],"[('geiger', 'NN')]",['NOUN'],[],0,0,1,0
US1673138A,1928-06-12,bicheroux,['bicheroux'],"[('bicheroux', 'NN')]",['ADJ'],[],0,0,1,0
US1673175A,1928-06-12,allen,['allen'],"[('allen', 'NN')]",['VERB'],[],0,0,1,0
US1673375A,1928-06-12,Tiengesellscttatt,['Tiengesellscttatt'],"[('Tiengesellscttatt', 'NN')]",['VERB'],[],0,0,1,0
US1673529A,1928-06-12,ponselle,['ponselle'],"[('ponselle', 'NN')]",['NOUN'],[],0,0,1,0
US1673650A,1928-06-12,Horseshoe,['Horseshoe'],"[('Horseshoe', 'NN')]",['NOUN'],[],0,0,1,0
US1673661A,1928-06-12,Tories,['Tories'],"[('Tories', 'NNS')]",['NOUN'],[],0,0,1,0
US1674011A,1928-06-19,Clutch,['Clutch'],"[('Clutch', 'NN')]",['VERB'],[],0,0,1,0
US1674058A,1928-06-19,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1674132A,1928-06-19,Ignition,['Ignition'],"[('Ignition', 'NN')]",['NOUN'],[],0,0,1,0
US1674170A,1928-06-19,friden,['friden'],"[('friden', 'NN')]",['VERB'],[],0,0,1,0
US1674202A,1928-06-19,Damper,['Damper'],"[('Damper', 'NN')]",['NOUN'],['ORG'],0,0,1,0
US1674245A,1928-06-19,gaynor,['gaynor'],"[('gaynor', 'NN')]",['NOUN'],[],0,0,1,0
US1674517A,1928-06-19,Swing,['Swing'],"[('Swing', 'VBG')]",['NOUN'],[],0,0,1,0
US1674995A,1928-06-26,rutenber,['rutenber'],"[('rutenber', 'NN')]",['NOUN'],[],0,0,1,0
US1675273A,1928-06-26,keller,['keller'],"[('keller', 'NN')]",['VERB'],[],0,0,1,0
US1675440A,1928-07-03,Assigstoe,['Assigstoe'],"[('Assigstoe', 'NN')]",['NOUN'],[],0,0,1,0
US1675456A,1928-07-03,mccarty,['mccarty'],"[('mccarty', 'NN')]",['NOUN'],[],0,0,1,0
US1675550A,1928-07-03,handley,['handley'],"[('handley', 'NN')]",['NOUN'],[],0,0,1,0
US1675553A,1928-07-03,office,['office'],"[('office', 'NN')]",['NOUN'],[],0,0,1,0
US1675716A,1928-07-03,losey,['losey'],"[('losey', 'NN')]",['ADJ'],[],0,0,1,0
US1675725A,1928-07-03,petty,['petty'],"[('petty', 'NN')]",['ADJ'],[],0,0,1,0
US1675800A,1928-07-03,goldschmidt,['goldschmidt'],"[('goldschmidt', 'NN')]",['NOUN'],[],0,0,1,0
US1675818A,1928-07-03,peebles,['peebles'],"[('peebles', 'NNS')]",['NOUN'],[],0,0,1,0
US1675820A,1928-07-03,pisarcik,['pisarcik'],"[('pisarcik', 'NN')]",['VERB'],['ORG'],0,0,1,0
US1675824A,1928-07-03,rodgers,['rodgers'],"[('rodgers', 'NNS')]",['NOUN'],[],0,0,1,0
US1675888A,1928-07-03,Radiotransmission,['Radiotransmission'],"[('Radiotransmission', 'NN')]",['NOUN'],[],0,0,1,0
US1675902A,1928-07-03,Obgan,['Obgan'],"[('Obgan', 'NN')]",['NOUN'],[],0,0,1,0
US1675992A,1928-07-03,sherman,['sherman'],"[('sherman', 'NN')]",['NOUN'],[],0,0,1,0
US1676009A,1926-12-17,donnelly,['donnelly'],"[('donnelly', 'RB')]",['ADV'],[],0,0,1,0
US1676055A,1928-07-03,schellenger,['schellenger'],"[('schellenger', 'NN')]",['NOUN'],[],0,0,1,0
US1676145A,1928-07-03,Oratories,['Oratories'],"[('Oratories', 'NNS')]",['NOUN'],[],0,0,1,0
US1676218A,1928-07-03,gulliford,['gulliford'],"[('gulliford', 'NN')]",['NOUN'],[],0,0,1,0
US1676282A,1928-07-10,Welding,['Welding'],"[('Welding', 'VBG')]",['NOUN'],[],0,0,1,0
US1676479A,1928-07-10,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1676503A,1928-07-10,Poration,['Poration'],"[('Poration', 'NN')]",['NOUN'],[],0,0,1,0
US1676559A,1928-07-10,kassner,['kassner'],"[('kassner', 'NN')]",['NOUN'],[],0,0,1,0
US1676647A,1928-07-10,glines,['glines'],"[('glines', 'NNS')]",['NOUN'],[],0,0,1,0
US1676793A,1928-07-10,mailey,['mailey'],"[('mailey', 'NN')]",['NOUN'],[],0,0,1,0
US1676877A,1928-07-10,string,['string'],"[('string', 'NN')]",['NOUN'],[],0,0,1,0
US1676986A,1928-07-10,Funnel,['Funnel'],"[('Funnel', 'NNS')]",['NOUN'],[],0,0,1,0
US1677073A,1928-07-10,Material,['Material'],"[('Material', 'NN')]",['NOUN'],[],0,0,1,0
US1677098A,1928-07-10,Signors,['Signors'],"[('Signors', 'NNS')]",['NOUN'],[],0,0,1,0
US1677144A,1928-07-17,Watchcase,['Watchcase'],"[('Watchcase', 'NN')]",['NOUN'],[],0,0,1,0
US1677188A,1928-07-17,lesavoy,['lesavoy'],"[('lesavoy', 'NN')]",['VERB'],[],0,0,1,0
US1677258A,1926-08-04,Garment,['Garment'],"[('Garment', 'NN')]",['NOUN'],[],0,0,1,0
US1677340A,1928-07-17,hapgood,['hapgood'],"[('hapgood', 'NN')]",['NOUN'],[],0,0,1,0
US1677356A,1928-07-17,mcgarry,['mcgarry'],"[('mcgarry', 'NN')]",['NOUN'],[],0,0,1,0
US1677419A,1928-07-17,wagner,['wagner'],"[('wagner', 'NN')]",['NOUN'],[],0,0,1,0
US1677448A,1928-07-17,hopkins,['hopkins'],"[('hopkins', 'NNS')]",['NOUN'],[],0,0,1,0
US1677564A,1928-07-17,murray,['murray'],"[('murray', 'NN')]",['VERB'],[],0,0,1,0
US1677703A,1928-07-17,Island,['Island'],"[('Island', 'NN')]",['NOUN'],[],0,0,1,0
US1678233A,1928-07-24,soubier,['soubier'],"[('soubier', 'NN')]",['ADJ'],[],0,0,1,0
US1678247A,1928-07-24,ferngren,['ferngren'],"[('ferngren', 'NNS')]",['NOUN'],[],0,0,1,0
US1678267A,1928-07-24,niestradt,['niestradt'],"[('niestradt', 'NN')]",['NOUN'],[],0,0,1,0
US1678272A,1928-07-24,rushmore,['rushmore'],"[('rushmore', 'NN')]",['NOUN'],[],0,0,1,0
US1678300A,1928-07-24,perry,['perry'],"[('perry', 'NN')]",['VERB'],[],0,0,1,0
US1678450A,1928-07-24,sturtevant,['sturtevant'],"[('sturtevant', 'NN')]",['ADJ'],[],0,0,1,0
US1678484A,1928-07-24,rushmore,['rushmore'],"[('rushmore', 'NN')]",['NOUN'],[],0,0,1,0
US1678530A,1928-07-24,Wheel,['Wheel'],"[('Wheel', 'NN')]",['NOUN'],[],0,0,1,0
US1678801A,1928-07-31,becker,['becker'],"[('becker', 'NN')]",['NOUN'],[],0,0,1,0
US1679248A,1928-07-31,Office,['Office'],"[('Office', 'NN')]",['NOUN'],[],0,0,1,0
US1680114A,1928-08-07,pitney,['pitney'],"[('pitney', 'NN')]",['NOUN'],[],0,0,1,0
US1680156A,1928-08-07,madson,['madson'],"[('madson', 'NN')]",['NOUN'],[],0,0,1,0
US1680325A,1928-08-14,dawson,['dawson'],"[('dawson', 'NN')]",['NOUN'],[],0,0,1,0
US1680326A,1928-08-14,Device,['Device'],"[('Device', 'NN')]",['NOUN'],[],0,0,1,0
US1680350A,1928-08-14,waring,['waring'],"[('waring', 'VBG')]",['VERB'],[],0,0,1,0
US1680784A,1928-08-14,heart,['heart'],"[('heart', 'NN')]",['NOUN'],[],0,0,1,0
US1680803A,1928-08-14,Kegtoator,['Kegtoator'],"[('Kegtoator', 'NN')]",['NOUN'],[],0,0,1,0
US1681309A,1928-08-21,paulin,['paulin'],"[('paulin', 'NN')]",['NOUN'],[],0,0,1,0
US1681553A,1928-08-21,Valve,['Valve'],"[('Valve', 'VB')]",['VERB'],[],0,0,1,0
US1681591A,1928-08-21,millar,['millar'],"[('millar', 'NN')]",['ADJ'],[],0,0,1,0
US1681695A,1928-08-21,branthaver,['branthaver'],"[('branthaver', 'NN')]",['VERB'],[],0,0,1,0
US1681747A,1928-08-21,shortt,['shortt'],"[('shortt', 'NN')]",['ADJ'],[],0,0,1,0
US1681806A,1928-08-21,Ments,['Ments'],"[('Ments', 'NNS')]",['NOUN'],[],0,0,1,0
US1681811A,1922-10-19,small,['small'],"[('small', 'JJ')]",['ADJ'],[],0,0,1,0
US1681868A,1928-08-21,mclean,['mclean'],"[('mclean', 'NN')]",['VERB'],[],0,0,1,0
US1681946A,1928-08-28,molntire,['molntire'],"[('molntire', 'NN')]",['VERB'],[],0,0,1,0
US1682007A,1928-08-28,freeman,['freeman'],"[('freeman', 'NN')]",['VERB'],[],0,0,1,0
US1682089A,1928-08-28,ostline,['ostline'],"[('ostline', 'NN')]",['NOUN'],[],0,0,1,0
US1682104A,1928-08-28,Package,['Package'],"[('Package', 'NN')]",['NOUN'],[],0,0,1,0
US1682113A,1928-08-28,Rheost,['Rheost'],"[('Rheost', 'NN')]",['NUM'],[],0,0,1,0
US1682121A,1925-12-16,gebbert,['gebbert'],"[('gebbert', 'NN')]",['NOUN'],[],0,0,1,0
US1682124A,1928-08-28,hennessy,['hennessy'],"[('hennessy', 'NN')]",['NOUN'],[],0,0,1,0
US1682125A,1928-08-28,hennessy,['hennessy'],"[('hennessy', 'NN')]",['NOUN'],[],0,0,1,0
US1682128A,1928-08-28,iglehart,['iglehart'],"[('iglehart', 'NN')]",['NOUN'],[],0,0,1,0
US1682145A,1928-08-28,reinhard,['reinhard'],"[('reinhard', 'NN')]",['ADJ'],[],0,0,1,0
US1682163A,1928-08-28,alder,['alder'],"[('alder', 'NN')]",['VERB'],[],0,0,1,0
US1682165A,1928-08-28,Panies,['Panies'],"[('Panies', 'NNS')]",['NOUN'],[],0,0,1,0
US1682174A,1928-08-28,Asskjitok,['Asskjitok'],"[('Asskjitok', 'NN')]",['ADJ'],[],0,0,1,0
US1682185A,1928-08-28,potter,['potter'],"[('potter', 'NN')]",['NOUN'],[],0,0,1,0
