patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US1638937A,1926-11-12,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1638969A,1926-08-28,Percolator,['Percolator'],"[('Percolator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1638974A,1926-08-11,Heater,['Heater'],"[('Heater', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1638994A,1925-12-08,Firecracker,['Firecracker'],"[('Firecracker', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639019A,1924-03-05,Mandrel,['Mandrel'],"[('Mandrel', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639053A,1927-08-16,northrop,['northrop'],"[('northrop', 'NN')]",['PROPN'],['ORG'],1,0,1
US1639124A,1923-12-10,Wagon,['Wagon'],"[('Wagon', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639129A,1926-07-08,Signboard,['Signboard'],"[('Signboard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639142A,1926-02-08,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1639148A,1926-03-29,Window,['Window'],"[('Window', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639161A,1921-06-02,Terminal,['Terminal'],"[('Terminal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639170A,1927-08-16,of chicago,"['of', 'chicago']","[('of', 'IN'), ('chicago', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1639187A,1923-11-30,Ventilator,['Ventilator'],"[('Ventilator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639195A,1924-02-01,Fencepost,['Fencepost'],"[('Fencepost', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639268A,1924-05-16,Rotary,['Rotary'],"[('Rotary', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1639271A,1927-08-16,of richmond,"['of', 'richmond']","[('of', 'IN'), ('richmond', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1639273A,1925-04-01,Screen,['Screen'],"[('Screen', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639294A,1925-01-24,Sprayer,['Sprayer'],"[('Sprayer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639297A,1923-12-06,Sprayer,['Sprayer'],"[('Sprayer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639316A,1927-01-10,Polish,['Polish'],"[('Polish', 'JJ')]","['PROPN', 'SPACE']",['NORP'],1,0,2
US1639323A,1926-09-29,Springboard,['Springboard'],"[('Springboard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639326A,1926-11-11,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639343A,1925-07-08,Grate,['Grate'],"[('Grate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639383A,1926-12-06,Belt,['Belt'],"[('Belt', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639387A,1926-02-27,Bookcase,['Bookcase'],"[('Bookcase', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639457A,1925-11-13,Electrode,['Electrode'],"[('Electrode', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639463A,1926-06-02,Cultivator,['Cultivator'],"[('Cultivator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639487A,1927-08-16,Harold g,"['Harold', 'g']","[('Harold', 'NNP'), ('g', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1639489A,1925-10-26,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639490A,1925-12-09,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639495A,1926-11-24,Manhole,['Manhole'],"[('Manhole', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639498A,1922-04-06,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639499A,1923-01-02,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639503A,1924-02-25,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639504A,1924-08-01,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639505A,1925-02-27,Pulley,['Pulley'],"[('Pulley', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639509A,1925-02-19,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639518A,1925-07-30,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639529A,1924-03-04,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639550A,1926-01-25,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639553A,1926-03-25,Superplane,['Superplane'],"[('Superplane', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639597A,1922-05-23,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639613A,1925-07-11,Digester,['Digester'],"[('Digester', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639638A,1924-03-26,Fencepost,['Fencepost'],"[('Fencepost', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639664A,1926-07-24,Locomotive,['Locomotive'],"[('Locomotive', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1639689A,1926-07-20,Sign,['Sign'],"[('Sign', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639701A,1925-08-29,Lamp,['Lamp'],"[('Lamp', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639708A,1921-04-08,Thermostat,['Thermostat'],"[('Thermostat', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639727A,1926-02-23,Aerial,['Aerial'],"[('Aerial', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1639741A,1927-08-23,levin,['levin'],"[('levin', 'NN')]",['PROPN'],[],1,0,1
US1639755A,1925-06-18,Tent,['Tent'],"[('Tent', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639768A,1924-07-23,Cultivator,['Cultivator'],"[('Cultivator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639785A,1923-01-16,Propeller,['Propeller'],"[('Propeller', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639791A,1925-05-07,Press,['Press'],"[('Press', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639793A,1926-08-11,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639808A,1924-11-29,Conveyer,['Conveyer'],"[('Conveyer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639858A,1924-06-12,Plug,['Plug'],"[('Plug', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639874A,1927-08-23,of detroit,"['of', 'detroit']","[('of', 'IN'), ('detroit', 'NNS')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1639880A,1925-02-20,Toothbrush,['Toothbrush'],"[('Toothbrush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639899A,1925-04-14,Dustpan,['Dustpan'],"[('Dustpan', 'NN')]","['PROPN', 'SPACE']",['GPE'],1,0,2
US1639907A,1927-08-23,Signal,['Signal'],"[('Signal', 'NN')]",['PROPN'],['ORG'],1,0,1
US1639951A,1925-03-26,Rheostat,['Rheostat'],"[('Rheostat', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1639964A,1927-08-23,Cabinet,['Cabinet'],"[('Cabinet', 'NN')]",['PROPN'],[],1,0,1
US1639978A,1920-02-03,Tachometer,['Tachometer'],"[('Tachometer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640028A,1923-11-03,Rheostat,['Rheostat'],"[('Rheostat', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640056A,1927-08-23,Furnace,['Furnace'],"[('Furnace', 'NN')]",['PROPN'],[],1,0,1
US1640113A,1926-12-01,Curette,['Curette'],"[('Curette', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640135A,1925-12-21,Gate,['Gate'],"[('Gate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640158A,1925-08-28,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640186A,1926-05-08,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1640196A,1926-11-03,Tag,['Tag'],"[('Tag', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640198A,1923-11-14,Filter,['Filter'],"[('Filter', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640246A,1926-04-15,Booklet,['Booklet'],"[('Booklet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640260A,1926-09-14,Doll,['Doll'],"[('Doll', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640266A,1925-02-10,Signal,['Signal'],"[('Signal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640287A,1924-01-07,Heater,['Heater'],"[('Heater', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640290A,1925-05-19,Magneto,['Magneto'],"[('Magneto', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640308A,1927-08-23,becicee,['becicee'],"[('becicee', 'NN')]",['PROPN'],[],1,0,1
US1640312A,1927-08-23,Miter box,"['Miter', 'box']","[('Miter', 'NNP'), ('box', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1640329A,1926-04-19,Gate,['Gate'],"[('Gate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640424A,1926-01-29,Autotransformer,['Autotransformer'],"[('Autotransformer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640429A,1927-03-08,Comb,['Comb'],"[('Comb', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640437A,1927-08-30,chapman,['chapman'],"[('chapman', 'NN')]",['PROPN'],[],1,0,1
US1640446A,1925-03-02,Lantern,['Lantern'],"[('Lantern', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1640464A,1927-08-30,Tbic cokpahy,"['Tbic', 'cokpahy']","[('Tbic', 'NNP'), ('cokpahy', 'NN')]","['PROPN', 'VERB']",['CARDINAL'],1,0,2
US1640497A,1927-08-30,Chusetts,['Chusetts'],"[('Chusetts', 'NN')]",['PROPN'],['NORP'],1,0,1
US1640500A,1927-08-30,hansen,['hansen'],"[('hansen', 'NN')]",['PROPN'],[],1,0,1
US1640506A,1925-03-24,Antispasmodic,['Antispasmodic'],"[('Antispasmodic', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1640527A,1925-04-18,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640545A,1921-04-08,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1640575A,1925-05-06,Ventilator,['Ventilator'],"[('Ventilator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640589A,1925-07-25,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1640598A,1922-10-13,Shocker,['Shocker'],"[('Shocker', 'NN')]","['PROPN', 'SPACE']",['NORP'],1,0,2
US1640619A,1926-07-09,Roofing,['Roofing'],"[('Roofing', 'VBG')]","['PROPN', 'SPACE']",[],1,0,2
US1640645A,1927-08-30,Aesoesamb,['Aesoesamb'],"[('Aesoesamb', 'NN')]",['PROPN'],[],1,0,1
US1640651A,1925-09-05,Snubber,['Snubber'],"[('Snubber', 'NNP')]","['PROPN', 'SPACE']",[],1,0,2
US1640671A,1922-08-03,Davit,['Davit'],"[('Davit', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640684A,1918-04-23,Indenture,['Indenture'],"[('Indenture', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640685A,1926-12-22,Envelope,['Envelope'],"[('Envelope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640692A,1925-09-17,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640713A,1926-03-18,Governor,['Governor'],"[('Governor', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640724A,1927-08-30,of wilmington,"['of', 'wilmington']","[('of', 'IN'), ('wilmington', 'NN')]","['ADP', 'PROPN']",[],1,0,2
US1640751A,1926-03-06,Sprinkler,['Sprinkler'],"[('Sprinkler', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640754A,1926-11-27,Bedstead,['Bedstead'],"[('Bedstead', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640757A,1924-08-15,Gate,['Gate'],"[('Gate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640771A,1926-12-04,Grate,['Grate'],"[('Grate', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640805A,1924-10-25,Collar,['Collar'],"[('Collar', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640806A,1925-09-21,Shingle,['Shingle'],"[('Shingle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640810A,1923-09-25,Drill,['Drill'],"[('Drill', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1640813A,1924-02-27,Loom,['Loom'],"[('Loom', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640815A,1922-02-17,Insulator,['Insulator'],"[('Insulator', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640857A,1922-12-30,Footwear,['Footwear'],"[('Footwear', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640932A,1924-05-26,Arch,['Arch'],"[('Arch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640948A,1924-05-10,Footwear,['Footwear'],"[('Footwear', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640959A,1920-03-12,Conveyer,['Conveyer'],"[('Conveyer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1640972A,1927-01-14,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1640982A,1924-06-10,Turntable,['Turntable'],"[('Turntable', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1640995A,1925-11-09,Tester,['Tester'],"[('Tester', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641023A,1926-04-19,Sprayer,['Sprayer'],"[('Sprayer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641027A,1926-10-09,Brace,['Brace'],"[('Brace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641029A,1926-10-29,Mat,['Mat'],"[('Mat', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641032A,1924-11-13,Weeder,['Weeder'],"[('Weeder', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641033A,1926-10-21,Trap,['Trap'],"[('Trap', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641104A,1927-03-25,Checkerboard,['Checkerboard'],"[('Checkerboard', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641136A,1922-03-27,Phonometer,['Phonometer'],"[('Phonometer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641165A,1913-08-02,Torpedo,['Torpedo'],"[('Torpedo', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641168A,1926-03-05,Handsaw,['Handsaw'],"[('Handsaw', 'NNP')]","['PROPN', 'SPACE']",[],1,0,2
US1641171A,1927-09-06,Julius kihdbbvateb,"['Julius', 'kihdbbvateb']","[('Julius', 'NNP'), ('kihdbbvateb', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1641175A,1926-06-05,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641209A,1926-05-03,Toy,['Toy'],"[('Toy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641220A,1923-01-08,Cinematorgraphy,['Cinematorgraphy'],"[('Cinematorgraphy', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641227A,1926-10-11,Pole,['Pole'],"[('Pole', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641234A,1927-09-06,powell,['powell'],"[('powell', 'NN')]",['PROPN'],[],1,0,1
US1641254A,1927-09-06,Lamp extinguisher,"['Lamp', 'extinguisher']","[('Lamp', 'NNP'), ('extinguisher', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1641259A,1924-12-30,Cabinet,['Cabinet'],"[('Cabinet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641275A,1926-02-19,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641284A,1925-05-12,Undergarment,['Undergarment'],"[('Undergarment', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641291A,1922-09-02,Phonograph,['Phonograph'],"[('Phonograph', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641317A,1924-09-19,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641337A,1924-02-12,Drier,['Drier'],"[('Drier', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641348A,1925-11-27,Drag,['Drag'],"[('Drag', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641350A,1923-11-03,Burner,['Burner'],"[('Burner', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641351A,1925-11-02,Crane,['Crane'],"[('Crane', 'NNP')]","['PROPN', 'SPACE']",[],1,0,2
US1641384A,1923-11-05,Magneto,['Magneto'],"[('Magneto', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641390A,1926-07-06,Window,['Window'],"[('Window', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641408A,1925-12-10,Container,['Container'],"[('Container', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641427A,1925-07-13,Shingle,['Shingle'],"[('Shingle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641437A,1924-07-16,Conveyer,['Conveyer'],"[('Conveyer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641443A,1925-08-01,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1641456A,1927-09-06,Sylvania,['Sylvania'],"[('Sylvania', 'NN')]",['PROPN'],['ORG'],1,0,1
US1641476A,1927-09-06,Canada,['Canada'],"[('Canada', 'NNP')]",['PROPN'],['GPE'],1,0,1
US1641485A,1926-06-07,Filter,['Filter'],"[('Filter', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641508A,1926-08-02,Gambrel,['Gambrel'],"[('Gambrel', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641516A,1927-09-06,Wkingek,['Wkingek'],"[('Wkingek', 'NN')]",['PROPN'],[],1,0,1
US1641521A,1927-09-06,of chicago,"['of', 'chicago']","[('of', 'IN'), ('chicago', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1641535A,1925-02-28,Overshoe,['Overshoe'],"[('Overshoe', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641575A,1926-04-17,Ring,['Ring'],"[('Ring', 'VBG')]","['PROPN', 'SPACE']",[],1,0,2
US1641592A,1924-01-30,Tripod,['Tripod'],"[('Tripod', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641615A,1927-09-06,Ttnd maschinenfabbik,"['Ttnd', 'maschinenfabbik']","[('Ttnd', 'NNP'), ('maschinenfabbik', 'NN')]","['PROPN', 'ADV']",[],1,0,2
US1641625A,1926-06-28,Sandal,['Sandal'],"[('Sandal', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641659A,1926-02-19,Autotransformer,['Autotransformer'],"[('Autotransformer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641660A,1926-10-28,Condenser,['Condenser'],"[('Condenser', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641670A,1926-08-14,Intake,['Intake'],"[('Intake', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641693A,1926-10-25,Synchronoscope,['Synchronoscope'],"[('Synchronoscope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641697A,1927-09-06,scott,['scott'],"[('scott', 'NN')]",['PROPN'],[],1,0,1
US1641698A,1922-10-19,Packer,['Packer'],"[('Packer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641714A,1927-01-22,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641767A,1927-09-06,Charles iedin,"['Charles', 'iedin']","[('Charles', 'NNP'), ('iedin', 'NN')]","['PROPN', 'NOUN']",[],1,0,2
US1641776A,1925-01-19,Crusher,['Crusher'],"[('Crusher', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641835A,1925-11-02,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641855A,1927-09-06,Signal,['Signal'],"[('Signal', 'NN')]",['PROPN'],['ORG'],1,0,1
US1641858A,1926-03-01,Shingle,['Shingle'],"[('Shingle', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641865A,1927-01-14,Brush,['Brush'],"[('Brush', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641869A,1925-08-24,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641901A,1924-11-18,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641904A,1925-10-21,Fan,['Fan'],"[('Fan', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641912A,1926-04-12,Brake,['Brake'],"[('Brake', 'VB')]","['PROPN', 'SPACE']",[],1,0,2
US1641916A,1924-11-18,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641917A,1924-11-18,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641932A,1927-09-06,of toledo,"['of', 'toledo']","[('of', 'IN'), ('toledo', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1641969A,1925-12-26,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1641974A,1924-03-27,Box,['Box'],"[('Box', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642006A,1924-04-01,Spike,['Spike'],"[('Spike', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642019A,1920-10-27,Furnace,['Furnace'],"[('Furnace', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642022A,1925-03-03,Sign,['Sign'],"[('Sign', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642071A,1926-02-19,Broiler,['Broiler'],"[('Broiler', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642101A,1925-04-16,Faucet,['Faucet'],"[('Faucet', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642105A,1924-03-01,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642107A,1924-12-03,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642115A,1924-06-04,Mop,['Mop'],"[('Mop', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642116A,1921-01-07,Envelope,['Envelope'],"[('Envelope', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642120A,1925-11-23,Gearing,['Gearing'],"[('Gearing', 'VBG')]","['PROPN', 'SPACE']",[],1,0,2
US1642131A,1927-09-13,tomkinson,['tomkinson'],"[('tomkinson', 'NN')]",['PROPN'],[],1,0,1
US1642148A,1927-04-30,Roofing,['Roofing'],"[('Roofing', 'VBG')]","['PROPN', 'SPACE']",[],1,0,2
US1642160A,1926-03-27,Headlight,['Headlight'],"[('Headlight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642195A,1924-01-29,Corset,['Corset'],"[('Corset', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642205A,1927-01-15,Fan,['Fan'],"[('Fan', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642220A,1923-02-05,Rotary,['Rotary'],"[('Rotary', 'JJ')]","['PROPN', 'SPACE']",[],1,0,2
US1642255A,1922-03-25,Bedpan,['Bedpan'],"[('Bedpan', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642261A,1926-09-25,Weeder,['Weeder'],"[('Weeder', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642273A,1926-09-09,Packer,['Packer'],"[('Packer', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642278A,1925-11-05,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642298A,1925-12-22,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642315A,1927-09-13,swinney,['swinney'],"[('swinney', 'NN')]",['PROPN'],[],1,0,1
US1642316A,1923-07-05,Roof,['Roof'],"[('Roof', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642366A,1925-10-08,Receptacle,['Receptacle'],"[('Receptacle', 'NN')]","['PROPN', 'SPACE']",['NORP'],1,0,2
US1642457A,1926-06-12,Retort,['Retort'],"[('Retort', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642475A,1924-08-08,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642527A,1926-11-01,Clutch,['Clutch'],"[('Clutch', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642530A,1926-01-25,Tent,['Tent'],"[('Tent', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642544A,1922-07-27,Collar,['Collar'],"[('Collar', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642564A,1926-06-22,Mold,['Mold'],"[('Mold', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642598A,1926-09-24,Fastener,['Fastener'],"[('Fastener', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642600A,1927-09-13,burkman,['burkman'],"[('burkman', 'NN')]",['PROPN'],[],1,0,1
US1642641A,1927-09-13,bucknam,['bucknam'],"[('bucknam', 'NN')]",['PROPN'],['GPE'],1,0,1
US1642675A,1926-09-04,Skylight,['Skylight'],"[('Skylight', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642683A,1927-09-20,of chicago,"['of', 'chicago']","[('of', 'IN'), ('chicago', 'NN')]","['ADP', 'PROPN']",['GPE'],1,0,2
US1642704A,1920-06-19,Magneto,['Magneto'],"[('Magneto', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
US1642738A,1927-09-20,Machi,['Machi'],"[('Machi', 'NNS')]",['PROPN'],[],1,0,1
US1642741A,1927-09-20,middendorf,['middendorf'],"[('middendorf', 'NN')]",['PROPN'],[],1,0,1
US1642757A,1922-03-29,Atomizer,['Atomizer'],"[('Atomizer', 'NN')]","['PROPN', 'SPACE']",['PRODUCT'],1,0,2
US1642781A,1926-07-02,Tag,['Tag'],"[('Tag', 'NN')]","['PROPN', 'SPACE']",[],1,0,2
