patent_number,date,title,tokens,nltk_pos,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings,bad_starts
US1602313A,1925-11-05,"In and out indicator 
     ","['In', 'and', 'out', 'indicator']","[('In', 'IN'), ('and', 'CC'), ('out', 'IN'), ('indicator', 'NN')]","['ADP', 'CCONJ', 'ADV', 'PROPN', 'SPACE']",[],1,0,5,0,1
US1605776A,1926-11-02,And one-fourth to joseph l ,"['And', 'one-fourth', 'to', 'joseph', 'l']","[('And', 'CC'), ('one-fourth', 'JJ'), ('to', 'TO'), ('joseph', 'VB'), ('l', 'NN')]","['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN']",['CARDINAL'],1,0,7,0,1
US1606091A,1926-11-09,At-e n- t off ,"['At-e', 'n-', 't', 'off']","[('At-e', 'JJ'), ('n-', 'JJ'), ('t', 'NN'), ('off', 'IN')]","['ADP', 'PUNCT', 'PROPN', 'X', 'PROPN', 'ADP']",[],1,0,6,0,1
US1606406A,1926-11-09,A cgbpgbatigst oe penn ,"['A', 'cgbpgbatigst', 'oe', 'penn']","[('A', 'DT'), ('cgbpgbatigst', 'NN'), ('oe', 'NN'), ('penn', 'NN')]","['DET', 'ADJ', 'PROPN', 'NOUN']",[],1,0,4,0,1
US1608059A,1926-11-23,of los angeles ,"['of', 'los', 'angeles']","[('of', 'IN'), ('los', 'NN'), ('angeles', 'NNS')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1610019A,1926-12-07,of san francisco ,"['of', 'san', 'francisco']","[('of', 'IN'), ('san', 'JJ'), ('francisco', 'NN')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1616989A,1926-08-04,"By-pass clearance unloader 
     ","['By-pass', 'clearance', 'unloader']","[('By-pass', 'JJ'), ('clearance', 'NN'), ('unloader', 'NN')]","['ADP', 'PUNCT', 'ADJ', 'NOUN', 'PROPN', 'SPACE']",[],1,0,6,0,1
US1619031A,1927-03-01,And paul ostrosky ,"['And', 'paul', 'ostrosky']","[('And', 'CC'), ('paul', 'NN'), ('ostrosky', 'NN')]","['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1619035A,1927-03-01,A partnership comprising john rafter ,"['A', 'partnership', 'comprising', 'john', 'rafter']","[('A', 'DT'), ('partnership', 'NN'), ('comprising', 'VBG'), ('john', 'NN'), ('rafter', 'NN')]","['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN']",[],1,0,5,0,1
US1622249A,1927-03-22,And one-third to herman t ,"['And', 'one-third', 'to', 'herman', 't']","[('And', 'CC'), ('one-third', 'JJ'), ('to', 'TO'), ('herman', 'VB'), ('t', 'NN')]","['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'PART', 'NOUN', 'PROPN']",['CARDINAL'],1,0,7,0,1
US1624172A,1927-04-12,of los angeles ,"['of', 'los', 'angeles']","[('of', 'IN'), ('los', 'NN'), ('angeles', 'NNS')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1625964A,1927-04-26,To milwaukee gas ,"['To', 'milwaukee', 'gas']","[('To', 'TO'), ('milwaukee', 'VB'), ('gas', 'NN')]","['ADP', 'PROPN', 'NOUN']",['GPE'],1,0,3,0,1
US1628384A,1927-05-10,And one-third to charles g ,"['And', 'one-third', 'to', 'charles', 'g']","[('And', 'CC'), ('one-third', 'JJ'), ('to', 'TO'), ('charles', 'NNS'), ('g', 'NNS')]","['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'NOUN']",['CARDINAL'],1,0,7,0,1
US1629490A,1927-05-24,And willis d ,"['And', 'willis', 'd']","[('And', 'CC'), ('willis', 'NN'), ('d', 'NN')]","['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1629758A,1927-05-24,Of san francisco ,"['Of', 'san', 'francisco']","[('Of', 'IN'), ('san', 'JJ'), ('francisco', 'NN')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1631759A,1927-06-07,And thomas c ,"['And', 'thomas', 'c']","[('And', 'CC'), ('thomas', 'VB'), ('c', 'NN')]","['CCONJ', 'PROPN', 'AUX']",[],1,0,3,0,1
US1638162A,1927-08-09,And bobert t ,"['And', 'bobert', 't']","[('And', 'CC'), ('bobert', 'NN'), ('t', 'NN')]","['CCONJ', 'NOUN', 'PROPN']",[],1,0,3,0,1
US1641338A,1927-09-06,At f n t o f fic ,"['At', 'f', 'n', 't', 'o', 'f', 'fic']","[('At', 'IN'), ('f', 'JJ'), ('n', 'JJ'), ('t', 'NN'), ('o', 'NN'), ('f', 'NN'), ('fic', 'NN')]","['ADP', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'X', 'ADJ']",[],1,0,7,0,1
US1645418A,1927-10-11,A cobsobatioh of del aw abe ,"['A', 'cobsobatioh', 'of', 'del', 'aw', 'abe']","[('A', 'DT'), ('cobsobatioh', 'NN'), ('of', 'IN'), ('del', 'NN'), ('aw', 'NN'), ('abe', 'NN')]","['DET', 'NOUN', 'ADP', 'PROPN', 'INTJ', 'PROPN']",[],1,0,6,0,1
US1645835A,1927-10-18,A corpoeation of bel aw abe ,"['A', 'corpoeation', 'of', 'bel', 'aw', 'abe']","[('A', 'DT'), ('corpoeation', 'NN'), ('of', 'IN'), ('bel', 'NN'), ('aw', 'NN'), ('abe', 'NN')]","['DET', 'NOUN', 'ADP', 'PROPN', 'INTJ', 'PROPN']",[],1,0,6,0,1
US1647724A,1927-11-01,A cobpobatiost oe eiassachttsstts ,"['A', 'cobpobatiost', 'oe', 'eiassachttsstts']","[('A', 'DT'), ('cobpobatiost', 'NN'), ('oe', 'NN'), ('eiassachttsstts', 'NN')]","['DET', 'NOUN', 'NOUN', 'PROPN']",[],1,0,4,0,1
US1653431A,1927-12-20,Of san francisco ,"['Of', 'san', 'francisco']","[('Of', 'IN'), ('san', 'JJ'), ('francisco', 'NN')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1655166A,1928-01-03,A cobp oratioit oe belawaee ,"['A', 'cobp', 'oratioit', 'oe', 'belawaee']","[('A', 'DT'), ('cobp', 'NN'), ('oratioit', 'JJ'), ('oe', 'NN'), ('belawaee', 'NN')]","['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN']",[],1,0,5,0,1
US1661811A,1928-03-06,A volujsttabt tbttst association op ,"['A', 'volujsttabt', 'tbttst', 'association', 'op']","[('A', 'DT'), ('volujsttabt', 'NN'), ('tbttst', 'NN'), ('association', 'NN'), ('op', 'NN')]","['DET', 'PROPN', 'NOUN', 'NOUN', 'NOUN']",[],1,0,5,0,1
US1663885A,1928-03-27,Of west orange ,"['Of', 'west', 'orange']","[('Of', 'IN'), ('west', 'JJS'), ('orange', 'NN')]","['ADP', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1665800A,1928-04-10,And david j ,"['And', 'david', 'j']","[('And', 'CC'), ('david', 'VB'), ('j', 'NN')]","['CCONJ', 'PROPN', 'PROPN']",[],1,0,3,0,1
US1667558A,1928-04-24,And olos-thibd to alviif m ,"['And', 'olos-thibd', 'to', 'alviif', 'm']","[('And', 'CC'), ('olos-thibd', 'JJ'), ('to', 'TO'), ('alviif', 'VB'), ('m', 'NN')]","['CCONJ', 'PROPN', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'VERB']",[],1,0,7,0,1
US1676828A,1928-07-10,And thomas r ,"['And', 'thomas', 'r']","[('And', 'CC'), ('thomas', 'VB'), ('r', 'NN')]","['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,0,1
US1676984A,1928-07-10,And fbank w ,"['And', 'fbank', 'w']","[('And', 'CC'), ('fbank', 'NN'), ('w', 'NN')]","['CCONJ', 'VERB', 'PROPN']",[],1,0,3,0,1
US1677818A,1927-01-25,"Up-draft process of and muffle kiln for firing 
     ","['Up-draft', 'process', 'of', 'and', 'muffle', 'kiln', 'for', 'firing']","[('Up-draft', 'JJ'), ('process', 'NN'), ('of', 'IN'), ('and', 'CC'), ('muffle', 'VB'), ('kiln', 'NN'), ('for', 'IN'), ('firing', 'VBG')]","['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'CCONJ', 'PROPN', 'NOUN', 'ADP', 'VERB', 'SPACE']",[],1,0,11,0,1
US1680917A,1928-08-14,And stephen m ,"['And', 'stephen', 'm']","[('And', 'CC'), ('stephen', 'VB'), ('m', 'NN')]","['CCONJ', 'PROPN', 'VERB']",[],1,0,3,0,1
US1682385A,1928-08-28,A cdbpobation of cautobnia ,"['A', 'cdbpobation', 'of', 'cautobnia']","[('A', 'DT'), ('cdbpobation', 'NN'), ('of', 'IN'), ('cautobnia', 'NN')]","['DET', 'NOUN', 'ADP', 'PROPN']",[],1,0,4,0,1
US1684933A,1928-09-18,And frank b ,"['And', 'frank', 'b']","[('And', 'CC'), ('frank', 'NN'), ('b', 'NN')]","['CCONJ', 'PROPN', 'X']",[],1,0,3,0,1
US1688998A,1928-10-23,By eose lima ,"['By', 'eose', 'lima']","[('By', 'IN'), ('eose', 'JJ'), ('lima', 'NNS')]","['ADP', 'NOUN', 'PROPN']",[],1,0,3,0,1
US1690258A,1928-11-06,A cobpokaocioir of new jeksby ,"['A', 'cobpokaocioir', 'of', 'new', 'jeksby']","[('A', 'DT'), ('cobpokaocioir', 'NN'), ('of', 'IN'), ('new', 'JJ'), ('jeksby', 'NN')]","['DET', 'NOUN', 'ADP', 'PROPN', 'PROPN']",[],1,0,5,0,1
US1690360A,1928-11-06,And hubert e ,"['And', 'hubert', 'e']","[('And', 'CC'), ('hubert', 'NN'), ('e', 'NN')]","['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,0,1
US1691359A,1928-11-13,of los angeles ,"['of', 'los', 'angeles']","[('of', 'IN'), ('los', 'NN'), ('angeles', 'NNS')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1692585A,1928-11-20,Of ahd apparatus eos bbawihg glass ,"['Of', 'ahd', 'apparatus', 'eos', 'bbawihg', 'glass']","[('Of', 'IN'), ('ahd', 'JJ'), ('apparatus', 'NN'), ('eos', 'NN'), ('bbawihg', 'NN'), ('glass', 'NN')]","['ADP', 'NOUN', 'NOUN', 'PROPN', 'VERB', 'NOUN']",['ORG'],1,0,6,0,1
US1695004A,1928-12-11,And harold t ,"['And', 'harold', 't']","[('And', 'CC'), ('harold', 'VB'), ('t', 'NN')]","['CCONJ', 'PROPN', 'NOUN']",[],1,0,3,0,1
US1699732A,1929-01-22,Of san francisco ,"['Of', 'san', 'francisco']","[('Of', 'IN'), ('san', 'JJ'), ('francisco', 'NN')]","['ADP', 'PROPN', 'PROPN']",['GPE'],1,0,3,0,1
US1600615A,1926-09-21,A cobpoeatioit osi ,"['A', 'cobpoeatioit', 'osi']","[('A', 'DT'), ('cobpoeatioit', 'NN'), ('osi', 'NN')]","['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1600772A,1926-09-21,of baltimore ,"['of', 'baltimore']","[('of', 'IN'), ('baltimore', 'NN')]","['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1601442A,1926-09-28,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1602191A,1926-10-05,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1602435A,1926-10-12,of denvee ,"['of', 'denvee']","[('of', 'IN'), ('denvee', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1602719A,1923-04-17,"Off-bearing mechanism for tile-cutting machines 
     ","['Off-bearing', 'mechanism', 'for', 'tile-cutting', 'machines']","[('Off-bearing', 'JJ'), ('mechanism', 'NN'), ('for', 'IN'), ('tile-cutting', 'JJ'), ('machines', 'NNS')]","['ADP', 'PUNCT', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'SPACE']",[],0,0,10,0,1
US1604219A,1926-10-26,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1605336A,1926-11-02,A cobporation ,"['A', 'cobporation']","[('A', 'DT'), ('cobporation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1605574A,1926-11-02,of glasgow ,"['of', 'glasgow']","[('of', 'IN'), ('glasgow', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1605672A,1926-11-02,A cokpobation ,"['A', 'cokpobation']","[('A', 'DT'), ('cokpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1605768A,1925-06-02,of leicester ,"['of', 'leicester']","[('of', 'IN'), ('leicester', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1605794A,1926-11-02,A cobpoba ,"['A', 'cobpoba']","[('A', 'DT'), ('cobpoba', 'NN')]","['DET', 'ADJ']",[],0,0,2,0,1
US1605841A,1926-11-02,of rochester ,"['of', 'rochester']","[('of', 'IN'), ('rochester', 'NN')]","['ADP', 'ADJ']",[],0,0,2,0,1
US1605851A,1926-11-02,of montreal ,"['of', 'montreal']","[('of', 'IN'), ('montreal', 'NN')]","['ADP', 'ADJ']",[],0,0,2,0,1
US1605860A,1926-01-02,"Thermocouple 
     ",['Thermocouple'],"[('Thermocouple', 'NN')]","['DET', 'SPACE']",[],0,0,2,0,1
US1605874A,1926-11-02,of bochesteb ,"['of', 'bochesteb']","[('of', 'IN'), ('bochesteb', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1605891A,1925-05-06,of rochester ,"['of', 'rochester']","[('of', 'IN'), ('rochester', 'NN')]","['ADP', 'ADJ']",[],0,0,2,0,1
US1605945A,1926-11-09,A cobpobatioif of ,"['A', 'cobpobatioif', 'of']","[('A', 'DT'), ('cobpobatioif', 'NN'), ('of', 'IN')]","['DET', 'NOUN', 'ADP']",[],0,0,3,0,1
US1605946A,1926-11-09,A cospobation ,"['A', 'cospobation']","[('A', 'DT'), ('cospobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1605948A,1926-11-09,In a beehive ,"['In', 'a', 'beehive']","[('In', 'IN'), ('a', 'DT'), ('beehive', 'NN')]","['ADP', 'DET', 'ADJ']",[],0,0,3,0,1
US1605951A,1926-11-09,And emil v ,"['And', 'emil', 'v']","[('And', 'CC'), ('emil', 'VB'), ('v', 'NN')]","['CCONJ', 'VERB', 'X']",[],0,0,3,0,1
US1605982A,1926-11-09,And clarence ,"['And', 'clarence']","[('And', 'CC'), ('clarence', 'NN')]","['CCONJ', 'NOUN']",[],0,0,2,0,1
US1606002A,1926-11-09,And helmee e ,"['And', 'helmee', 'e']","[('And', 'CC'), ('helmee', 'NN'), ('e', 'NN')]","['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1606037A,1926-11-09,And one-third to ,"['And', 'one-third', 'to']","[('And', 'CC'), ('one-third', 'NN'), ('to', 'TO')]","['CCONJ', 'NUM', 'PUNCT', 'NOUN', 'ADP']",['CARDINAL'],0,0,5,0,1
US1606068A,1926-11-09,In preserving eggs ,"['In', 'preserving', 'eggs']","[('In', 'IN'), ('preserving', 'VBG'), ('eggs', 'NNS')]","['ADP', 'VERB', 'NOUN']",[],0,0,3,0,1
US1606072A,1926-11-09,A coebobation ,"['A', 'coebobation']","[('A', 'DT'), ('coebobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1606481A,1926-11-09,of pittsburgh ,"['of', 'pittsburgh']","[('of', 'IN'), ('pittsburgh', 'NN')]","['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1606536A,1926-11-09,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1606605A,1926-11-09,A cobporatiom ,"['A', 'cobporatiom']","[('A', 'DT'), ('cobporatiom', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1608272A,1926-11-23,A corporatlon ,"['A', 'corporatlon']","[('A', 'DT'), ('corporatlon', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1608945A,1926-02-15,"Under drill bit 
     ","['Under', 'drill', 'bit']","[('Under', 'IN'), ('drill', 'JJ'), ('bit', 'NN')]","['ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,4,0,1
US1609205A,1926-11-30,And julius c ,"['And', 'julius', 'c']","[('And', 'CC'), ('julius', 'NN'), ('c', 'NN')]","['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1610124A,1924-06-30,"No-glare headlight 
     ","['No-glare', 'headlight']","[('No-glare', 'JJ'), ('headlight', 'NN')]","['DET', 'PUNCT', 'NOUN', 'NOUN', 'SPACE']",[],0,0,5,0,1
US1610284A,1926-12-14,And owe-half to ,"['And', 'owe-half', 'to']","[('And', 'CC'), ('owe-half', 'NN'), ('to', 'TO')]","['CCONJ', 'NOUN', 'PUNCT', 'NOUN', 'PART']",[],0,0,5,0,1
US1610287A,1926-12-14,To diamond power ,"['To', 'diamond', 'power']","[('To', 'TO'), ('diamond', 'VB'), ('power', 'NN')]","['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1610531A,1922-07-14,"Suspensory 
     ",['Suspensory'],"[('Suspensory', 'NN')]","['DET', 'SPACE']",[],0,0,2,0,1
US1610599A,1926-12-14,And tensioning device ,"['And', 'tensioning', 'device']","[('And', 'CC'), ('tensioning', 'VBG'), ('device', 'NN')]","['CCONJ', 'VERB', 'NOUN']",[],0,0,3,0,1
US1611060A,1925-05-18,"Tee molder 
     ","['Tee', 'molder']","[('Tee', 'NNP'), ('molder', 'NN')]","['DET', 'NOUN', 'SPACE']",[],0,0,3,0,1
US1611242A,1926-12-21,A cosbobatioh x ,"['A', 'cosbobatioh', 'x']","[('A', 'DT'), ('cosbobatioh', 'NN'), ('x', 'NN')]","['DET', 'NOUN', 'PUNCT']",[],0,0,3,0,1
US1611612A,1922-02-27,"Thermocouple element and device similarly constructed 
     ","['Thermocouple', 'element', 'and', 'device', 'similarly', 'constructed']","[('Thermocouple', 'NNP'), ('element', 'NN'), ('and', 'CC'), ('device', 'NN'), ('similarly', 'RB'), ('constructed', 'VBD')]","['DET', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'VERB', 'SPACE']",[],0,0,7,0,1
US1612361A,1926-12-28,A cobpobation of ,"['A', 'cobpobation', 'of']","[('A', 'DT'), ('cobpobation', 'NN'), ('of', 'IN')]","['DET', 'NOUN', 'ADP']",[],0,0,3,0,1
US1612437A,1926-12-28,of crown point ,"['of', 'crown', 'point']","[('of', 'IN'), ('crown', 'JJ'), ('point', 'NN')]","['ADP', 'NOUN', 'NOUN']",[],0,0,3,0,1
US1613129A,1927-01-04,A corpxs o ,"['A', 'corpxs', 'o']","[('A', 'DT'), ('corpxs', 'NN'), ('o', 'NN')]","['DET', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1614320A,1927-01-11,A cobpobation ,"['A', 'cobpobation']","[('A', 'DT'), ('cobpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1614540A,1927-01-18,A cobfoeation of ,"['A', 'cobfoeation', 'of']","[('A', 'DT'), ('cobfoeation', 'NN'), ('of', 'IN')]","['DET', 'NOUN', 'ADP']",[],0,0,3,0,1
US1614682A,1927-01-18,A cokpokation ,"['A', 'cokpokation']","[('A', 'DT'), ('cokpokation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1615105A,1927-01-18,And fbancis a ,"['And', 'fbancis', 'a']","[('And', 'CC'), ('fbancis', 'VB'), ('a', 'DT')]","['CCONJ', 'VERB', 'PRON']",[],0,0,3,0,1
US1615451A,1926-02-01,"Thermocouple 
     ",['Thermocouple'],"[('Thermocouple', 'NN')]","['DET', 'SPACE']",[],0,0,2,0,1
US1615606A,1924-06-16,"A method for the testing of detonators 
     ","['A', 'method', 'for', 'the', 'testing', 'of', 'detonators']","[('A', 'DT'), ('method', 'NN'), ('for', 'IN'), ('the', 'DT'), ('testing', 'NN'), ('of', 'IN'), ('detonators', 'NNS')]","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,8,0,1
US1615854A,1927-02-01,of springfield ,"['of', 'springfield']","[('of', 'IN'), ('springfield', 'NN')]","['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1616997A,1927-02-08,of monroe ,"['of', 'monroe']","[('of', 'IN'), ('monroe', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1616999A,1927-02-08,ob athol ,"['ob', 'athol']","[('ob', 'NN'), ('athol', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1617255A,1925-07-31,"Fungicide 
     ",['Fungicide'],"[('Fungicide', 'NN')]","['ADP', 'SPACE']",[],0,0,2,0,1
US1617560A,1927-02-15,A corfobation of ,"['A', 'corfobation', 'of']","[('A', 'DT'), ('corfobation', 'NN'), ('of', 'IN')]","['DET', 'NOUN', 'ADP']",[],0,0,3,0,1
US1617947A,1927-02-15,of leeds ,"['of', 'leeds']","[('of', 'IN'), ('leeds', 'NNS')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1618318A,1927-02-22,A copartnership composed of ,"['A', 'copartnership', 'composed', 'of']","[('A', 'DT'), ('copartnership', 'NN'), ('composed', 'VBN'), ('of', 'IN')]","['DET', 'NOUN', 'VERB', 'ADP']",[],0,0,4,0,1
US1618371A,1927-02-22,A cobpobation op dela ,"['A', 'cobpobation', 'op', 'dela']","[('A', 'DT'), ('cobpobation', 'NN'), ('op', 'NN'), ('dela', 'NN')]","['DET', 'NOUN', 'NOUN', 'NOUN']",['GPE'],0,0,4,0,1
US1618372A,1927-02-22,A cobfobation op dela ,"['A', 'cobfobation', 'op', 'dela']","[('A', 'DT'), ('cobfobation', 'NN'), ('op', 'NN'), ('dela', 'NN')]","['DET', 'NOUN', 'NOUN', 'VERB']",['GPE'],0,0,4,0,1
US1618439A,1922-04-15,A cobpoeation ,"['A', 'cobpoeation']","[('A', 'DT'), ('cobpoeation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1618592A,1927-02-22,of new yobk ,"['of', 'new', 'yobk']","[('of', 'IN'), ('new', 'JJ'), ('yobk', 'NN')]","['ADP', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1619156A,1926-03-08,"A frame for steam shovels 
     ","['A', 'frame', 'for', 'steam', 'shovels']","[('A', 'DT'), ('frame', 'NN'), ('for', 'IN'), ('steam', 'NN'), ('shovels', 'NNS')]","['DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,1
US1619348A,1927-03-01,A corpoba ,"['A', 'corpoba']","[('A', 'DT'), ('corpoba', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1619368A,1927-03-01,And wil ,"['And', 'wil']","[('And', 'CC'), ('wil', 'NN')]","['CCONJ', 'NOUN']",[],0,0,2,0,1
US1620524A,1927-03-08,of flint ,"['of', 'flint']","[('of', 'IN'), ('flint', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1620571A,1927-03-08,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1620712A,1926-01-28,"Inside protecting stay for leather-top rubbers 
     ","['Inside', 'protecting', 'stay', 'for', 'leather-top', 'rubbers']","[('Inside', 'IN'), ('protecting', 'VBG'), ('stay', 'NN'), ('for', 'IN'), ('leather-top', 'JJ'), ('rubbers', 'NNS')]","['ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'SPACE']",[],0,0,9,0,1
US1621272A,1927-03-15,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1621515A,1927-03-22,Chineby cobpobation ,"['Chineby', 'cobpobation']","[('Chineby', 'NNP'), ('cobpobation', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1622055A,1927-03-22,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1622186A,1926-04-08,"Under-sea-illuminating means for submarines 
     ","['Under-sea-illuminating', 'means', 'for', 'submarines']","[('Under-sea-illuminating', 'JJ'), ('means', 'NNS'), ('for', 'IN'), ('submarines', 'NNS')]","['ADP', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SPACE']",[],0,0,9,0,1
US1622413A,1927-03-29,And ernest r ,"['And', 'ernest', 'r']","[('And', 'CC'), ('ernest', 'JJS'), ('r', 'NN')]","['CCONJ', 'ADJ', 'NOUN']",[],0,0,3,0,1
US1622778A,1925-09-15,"By-pass valve structure 
     ","['By-pass', 'valve', 'structure']","[('By-pass', 'NNP'), ('valve', 'NN'), ('structure', 'NN')]","['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'SPACE']",[],0,0,6,0,1
US1623000A,1927-03-29,A akthue ,"['A', 'akthue']","[('A', 'DT'), ('akthue', 'NN')]","['DET', 'ADJ']",[],0,0,2,0,1
US1623255A,1927-04-05,of baltimore ,"['of', 'baltimore']","[('of', 'IN'), ('baltimore', 'NN')]","['ADP', 'NOUN']",['GPE'],0,0,2,0,1
US1623499A,1925-06-16,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1624512A,1927-04-12,To oil ,"['To', 'oil']","[('To', 'TO'), ('oil', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1625011A,1927-04-19,And dubwabd a ,"['And', 'dubwabd', 'a']","[('And', 'CC'), ('dubwabd', 'VB'), ('a', 'DT')]","['CCONJ', 'VERB', 'PRON']",[],0,0,3,0,1
US1625157A,1927-04-19,And the like ,"['And', 'the', 'like']","[('And', 'CC'), ('the', 'DT'), ('like', 'JJ')]","['CCONJ', 'DET', 'INTJ']",[],0,0,3,0,1
US1625531A,1927-04-19,Of basel ,"['Of', 'basel']","[('Of', 'IN'), ('basel', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1625532A,1927-04-19,Of basel ,"['Of', 'basel']","[('Of', 'IN'), ('basel', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1625533A,1927-04-19,Of basel ,"['Of', 'basel']","[('Of', 'IN'), ('basel', 'NN')]","['ADP', 'NOUN']",[],0,0,2,0,1
US1625796A,1927-04-26,A cobpobation ,"['A', 'cobpobation']","[('A', 'DT'), ('cobpobation', 'NN')]","['DET', 'NOUN']",[],0,0,2,0,1
US1625947A,1927-04-26,For castihg clay blocks and the like and method of molding ,"['For', 'castihg', 'clay', 'blocks', 'and', 'the', 'like', 'and', 'method', 'of', 'molding']","[('For', 'IN'), ('castihg', 'JJ'), ('clay', 'NN'), ('blocks', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('like', 'JJ'), ('and', 'CC'), ('method', 'NN'), ('of', 'IN'), ('molding', 'VBG')]","['ADP', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'VERB']",[],0,0,11,0,1
US1626187A,1927-04-26,A corpora ,"['A', 'corpora']","[('A', 'DT'), ('corpora', 'NN')]","['DET', 'X']",[],0,0,2,0,1
US1626290A,1927-04-26,A coepoeation op ,"['A', 'coepoeation', 'op']","[('A', 'DT'), ('coepoeation', 'NN'), ('op', 'NN')]","['DET', 'NOUN', 'NOUN']",[],0,0,3,0,1
